Temps (s),CH1 (V),CH2 (V),CH3 (V)
6.554621848739495e-08,50.0,-12.0,-50.0
6.566626650660264e-08,50.0,-11.0,-51.0
6.578631452581032e-08,50.0,-10.0,-51.0
6.5906362545018e-08,49.0,-10.0,-51.0
6.602641056422568e-08,49.0,-9.0,-51.0
6.614645858343337e-08,49.0,-8.0,-52.0
6.626650660264105e-08,49.0,-8.0,-52.0
6.638655462184874e-08,49.0,-7.0,-52.0
6.650660264105643e-08,49.0,-7.0,-52.0
6.662665066026411e-08,49.0,-6.0,-52.0
6.674669867947179e-08,49.0,-6.0,-52.0
6.686674669867947e-08,49.0,-6.0,-52.0
6.698679471788715e-08,50.0,-5.0,-52.0
6.710684273709484e-08,50.0,-5.0,-52.0
6.722689075630252e-08,50.0,-6.0,-52.0
6.73469387755102e-08,50.0,-6.0,-52.0
6.746698679471788e-08,50.0,-6.0,-52.0
6.758703481392557e-08,50.0,-6.0,-52.0
6.770708283313325e-08,49.0,-7.0,-52.0
6.782713085234093e-08,49.0,-7.0,-52.0
6.794717887154861e-08,48.0,-8.0,-53.0
6.80672268907563e-08,48.0,-8.0,-53.0
6.818727490996399e-08,48.0,-8.0,-53.0
6.830732292917167e-08,47.0,-9.0,-53.0
6.842737094837935e-08,47.0,-9.0,-53.0
6.854741896758704e-08,47.0,-10.0,-53.0
6.866746698679472e-08,47.0,-10.0,-54.0
6.87875150060024e-08,48.0,-10.0,-54.0
6.890756302521008e-08,48.0,-11.0,-53.0
6.902761104441777e-08,48.0,-11.0,-53.0
6.914765906362545e-08,49.0,-12.0,-53.0
6.926770708283313e-08,49.0,-12.0,-53.0
6.938775510204081e-08,50.0,-12.0,-53.0
6.95078031212485e-08,50.0,-13.0,-53.0
6.962785114045618e-08,50.0,-13.0,-52.0
6.974789915966386e-08,50.0,-13.0,-52.0
6.986794717887154e-08,50.0,-13.0,-52.0
6.998799519807922e-08,50.0,-12.0,-52.0
7.01080432172869e-08,49.0,-12.0,-52.0
7.02280912364946e-08,49.0,-12.0,-52.0
7.034813925570228e-08,49.0,-12.0,-52.0
7.046818727490997e-08,49.0,-12.0,-52.0
7.058823529411765e-08,49.0,-11.0,-52.0
7.070828331332533e-08,49.0,-11.0,-52.0
7.082833133253301e-08,49.0,-11.0,-51.0
7.09483793517407e-08,49.0,-10.0,-51.0
7.106842737094838e-08,49.0,-10.0,-51.0
7.118847539015606e-08,49.0,-9.0,-51.0
7.130852340936374e-08,49.0,-9.0,-51.0
7.142857142857142e-08,49.0,-9.0,-51.0
7.15486194477791e-08,49.0,-8.0,-51.0
7.166866746698679e-08,49.0,-8.0,-51.0
7.178871548619447e-08,49.0,-7.0,-51.0
7.190876350540215e-08,49.0,-7.0,-51.0
7.202881152460985e-08,49.0,-7.0,-51.0
7.214885954381753e-08,49.0,-6.0,-52.0
7.226890756302521e-08,49.0,-6.0,-52.0
7.23889555822329e-08,50.0,-5.0,-52.0
7.250900360144058e-08,49.0,-5.0,-52.0
7.262905162064826e-08,49.0,-5.0,-52.0
7.274909963985594e-08,49.0,-5.0,-52.0
7.286914765906362e-08,49.0,-5.0,-52.0
7.29891956782713e-08,49.0,-4.0,-52.0
7.310924369747899e-08,49.0,-4.0,-52.0
7.322929171668667e-08,49.0,-4.0,-52.0
7.334933973589435e-08,49.0,-4.0,-53.0
7.346938775510203e-08,49.0,-4.0,-53.0
7.358943577430972e-08,50.0,-3.0,-53.0
7.37094837935174e-08,50.0,-3.0,-53.0
7.382953181272508e-08,50.0,-3.0,-53.0
7.394957983193276e-08,50.0,-3.0,-53.0
7.406962785114046e-08,50.0,-3.0,-53.0
7.418967587034814e-08,50.0,-3.0,-53.0
7.430972388955582e-08,50.0,-3.0,-53.0
7.44297719087635e-08,50.0,-3.0,-52.0
7.454981992797119e-08,50.0,-3.0,-53.0
7.466986794717887e-08,50.0,-3.0,-53.0
7.478991596638655e-08,50.0,-2.0,-53.0
7.490996398559423e-08,50.0,-2.0,-53.0
7.503001200480192e-08,50.0,-2.0,-53.0
7.51500600240096e-08,50.0,-2.0,-53.0
7.527010804321728e-08,50.0,-2.0,-53.0
7.539015606242496e-08,50.0,-2.0,-53.0
7.551020408163265e-08,49.0,-3.0,-53.0
7.563025210084033e-08,49.0,-3.0,-53.0
7.575030012004801e-08,48.0,-3.0,-54.0
7.58703481392557e-08,48.0,-3.0,-54.0
7.599039615846339e-08,48.0,-3.0,-54.0
7.611044417767107e-08,47.0,-4.0,-54.0
7.623049219687875e-08,47.0,-4.0,-54.0
7.635054021608644e-08,47.0,-4.0,-54.0
7.647058823529412e-08,47.0,-4.0,-54.0
7.65906362545018e-08,48.0,-4.0,-54.0
7.671068427370948e-08,48.0,-4.0,-54.0
7.683073229291716e-08,48.0,-4.0,-53.0
7.695078031212485e-08,49.0,-4.0,-53.0
7.707082833133253e-08,49.0,-4.0,-53.0
7.719087635054021e-08,50.0,-3.0,-53.0
7.731092436974789e-08,50.0,-3.0,-52.0
7.743097238895558e-08,50.0,-3.0,-52.0
7.755102040816326e-08,50.0,-3.0,-53.0
7.767106842737094e-08,50.0,-3.0,-53.0
7.779111644657862e-08,50.0,-3.0,-53.0
7.791116446578632e-08,49.0,-3.0,-53.0
7.8031212484994e-08,49.0,-3.0,-53.0
7.815126050420168e-08,48.0,-3.0,-53.0
7.827130852340936e-08,48.0,-3.0,-53.0
7.839135654261705e-08,48.0,-2.0,-53.0
7.851140456182473e-08,48.0,-2.0,-53.0
7.863145258103241e-08,48.0,-2.0,-52.0
7.875150060024009e-08,48.0,-2.0,-53.0
7.887154861944778e-08,48.0,-2.0,-53.0
7.899159663865546e-08,49.0,-1.0,-53.0
7.911164465786314e-08,49.0,-1.0,-53.0
7.923169267707082e-08,49.0,-1.0,-53.0
7.93517406962785e-08,49.0,-1.0,-53.0
7.947178871548619e-08,49.0,-1.0,-53.0
7.959183673469387e-08,49.0,-1.0,-53.0
7.971188475390156e-08,49.0,-1.0,-53.0
7.983193277310925e-08,49.0,-1.0,-52.0
7.995198079231693e-08,49.0,-1.0,-53.0
8.007202881152461e-08,49.0,-1.0,-53.0
8.019207683073229e-08,49.0,-1.0,-53.0
8.031212484993998e-08,48.0,-1.0,-53.0
8.043217286914766e-08,48.0,-1.0,-53.0
8.055222088835534e-08,48.0,-1.0,-53.0
8.067226890756302e-08,48.0,-1.0,-53.0
8.07923169267707e-08,48.0,-1.0,-53.0
8.091236494597839e-08,47.0,-2.0,-53.0
8.103241296518607e-08,47.0,-2.0,-52.0
8.115246098439375e-08,47.0,-2.0,-52.0
8.127250900360143e-08,47.0,-2.0,-52.0
8.139255702280912e-08,48.0,-2.0,-52.0
8.15126050420168e-08,48.0,-3.0,-52.0
8.163265306122448e-08,48.0,-3.0,-52.0
8.175270108043218e-08,49.0,-3.0,-53.0
8.187274909963986e-08,49.0,-3.0,-53.0
8.199279711884754e-08,50.0,-3.0,-53.0
8.211284513805522e-08,50.0,-3.0,-53.0
8.22328931572629e-08,50.0,-3.0,-53.0
8.235294117647059e-08,50.0,-3.0,-53.0
8.247298919567827e-08,50.0,-3.0,-53.0
8.259303721488595e-08,50.0,-3.0,-52.0
8.271308523409363e-08,50.0,-4.0,-52.0
8.283313325330132e-08,50.0,-4.0,-51.0
8.2953181272509e-08,50.0,-4.0,-52.0
8.307322929171668e-08,50.0,-4.0,-52.0
8.319327731092436e-08,50.0,-4.0,-53.0
8.331332533013204e-08,49.0,-5.0,-53.0
8.343337334933973e-08,49.0,-5.0,-53.0
8.355342136854742e-08,49.0,-5.0,-53.0
8.36734693877551e-08,49.0,-5.0,-53.0
8.379351740696279e-08,49.0,-4.0,-53.0
8.391356542617047e-08,49.0,-4.0,-53.0
8.403361344537815e-08,48.0,-4.0,-52.0
8.415366146458583e-08,48.0,-3.0,-52.0
8.427370948379352e-08,49.0,-3.0,-52.0
8.43937575030012e-08,49.0,-2.0,-52.0
8.451380552220888e-08,49.0,-2.0,-52.0
8.463385354141656e-08,49.0,-2.0,-52.0
8.475390156062424e-08,49.0,-2.0,-52.0
8.487394957983193e-08,49.0,-2.0,-52.0
8.499399759903961e-08,50.0,-2.0,-52.0
8.511404561824729e-08,50.0,-2.0,-52.0
8.523409363745497e-08,50.0,-2.0,-52.0
8.535414165666266e-08,50.0,-2.0,-52.0
8.547418967587034e-08,50.0,-2.0,-52.0
8.559423769507803e-08,50.0,-2.0,-52.0
8.571428571428572e-08,49.0,-2.0,-52.0
8.58343337334934e-08,49.0,-2.0,-52.0
8.595438175270108e-08,49.0,-2.0,-52.0
8.607442977190876e-08,49.0,-2.0,-52.0
8.619447779111645e-08,49.0,-2.0,-52.0
8.631452581032413e-08,49.0,-3.0,-52.0
8.643457382953181e-08,49.0,-3.0,-51.0
8.655462184873949e-08,49.0,-3.0,-51.0
8.667466986794717e-08,49.0,-3.0,-51.0
8.679471788715486e-08,50.0,-3.0,-51.0
8.691476590636254e-08,49.0,-3.0,-51.0
8.703481392557022e-08,49.0,-3.0,-51.0
8.71548619447779e-08,49.0,-3.0,-51.0
8.727490996398559e-08,49.0,-3.0,-51.0
8.739495798319328e-08,49.0,-3.0,-51.0
8.751500600240096e-08,49.0,-3.0,-51.0
8.763505402160865e-08,49.0,-4.0,-51.0
8.775510204081633e-08,49.0,-4.0,-52.0
8.787515006002401e-08,49.0,-3.0,-52.0
8.799519807923169e-08,50.0,-3.0,-52.0
8.811524609843937e-08,49.0,-3.0,-52.0
8.823529411764706e-08,49.0,-3.0,-52.0
8.835534213685474e-08,49.0,-2.0,-53.0
8.847539015606242e-08,49.0,-2.0,-53.0
8.85954381752701e-08,49.0,-1.0,-53.0
8.871548619447779e-08,49.0,-1.0,-53.0
8.883553421368547e-08,49.0,-1.0,-53.0
8.895558223289315e-08,49.0,-1.0,-53.0
8.907563025210083e-08,49.0,-1.0,-53.0
8.919567827130851e-08,50.0,-1.0,-53.0
8.93157262905162e-08,50.0,-1.0,-53.0
8.943577430972389e-08,50.0,-1.0,-52.0
8.955582232893157e-08,50.0,-1.0,-52.0
8.967587034813926e-08,50.0,-1.0,-52.0
8.979591836734694e-08,50.0,0.0,-52.0
8.991596638655462e-08,49.0,0.0,-51.0
9.00360144057623e-08,49.0,0.0,-51.0
9.015606242496999e-08,49.0,0.0,-51.0
9.027611044417767e-08,49.0,0.0,-52.0
9.039615846338535e-08,49.0,0.0,-52.0
9.051620648259303e-08,49.0,0.0,-52.0
9.063625450180071e-08,49.0,-1.0,-52.0
9.07563025210084e-08,49.0,-1.0,-53.0
9.087635054021608e-08,49.0,-1.0,-53.0
9.099639855942376e-08,50.0,-1.0,-53.0
9.111644657863144e-08,49.0,-2.0,-53.0
9.123649459783914e-08,49.0,-2.0,-53.0
9.135654261704682e-08,49.0,-3.0,-53.0
9.14765906362545e-08,49.0,-3.0,-53.0
9.159663865546219e-08,49.0,-3.0,-53.0
9.171668667466987e-08,48.0,-3.0,-53.0
9.183673469387755e-08,48.0,-3.0,-52.0
9.195678271308523e-08,48.0,-3.0,-53.0
9.207683073229291e-08,48.0,-3.0,-53.0
9.21968787515006e-08,49.0,-3.0,-53.0
9.231692677070828e-08,49.0,-4.0,-53.0
9.243697478991596e-08,49.0,-4.0,-53.0
9.255702280912364e-08,50.0,-4.0,-53.0
9.267707082833133e-08,50.0,-4.0,-53.0
9.279711884753901e-08,51.0,-4.0,-52.0
9.291716686674669e-08,51.0,-4.0,-52.0
9.303721488595437e-08,51.0,-5.0,-51.0
9.315726290516205e-08,51.0,-5.0,-51.0
9.327731092436975e-08,51.0,-4.0,-51.0
9.339735894357743e-08,51.0,-4.0,-51.0
9.351740696278511e-08,50.0,-4.0,-51.0
9.36374549819928e-08,50.0,-4.0,-51.0
9.375750300120048e-08,50.0,-4.0,-52.0
9.387755102040816e-08,50.0,-4.0,-52.0
9.399759903961584e-08,50.0,-3.0,-52.0
9.411764705882353e-08,50.0,-3.0,-52.0
9.423769507803121e-08,50.0,-3.0,-52.0
9.435774309723889e-08,50.0,-3.0,-52.0
9.447779111644657e-08,50.0,-3.0,-52.0
9.459783913565425e-08,51.0,-3.0,-52.0
9.471788715486194e-08,51.0,-3.0,-52.0
9.483793517406962e-08,51.0,-3.0,-52.0
9.49579831932773e-08,51.0,-2.0,-52.0
9.5078031212485e-08,51.0,-2.0,-52.0
9.519807923169268e-08,51.0,-1.0,-52.0
9.531812725090036e-08,50.0,-1.0,-52.0
9.543817527010804e-08,50.0,-1.0,-52.0
9.555822328931573e-08,50.0,-1.0,-53.0
9.567827130852341e-08,50.0,-1.0,-53.0
9.579831932773109e-08,50.0,-1.0,-53.0
9.591836734693877e-08,50.0,-2.0,-53.0
9.603841536614646e-08,50.0,-2.0,-53.0
9.615846338535414e-08,50.0,-2.0,-54.0
9.627851140456182e-08,50.0,-2.0,-54.0
9.63985594237695e-08,51.0,-2.0,-54.0
9.651860744297718e-08,51.0,-2.0,-54.0
9.663865546218487e-08,51.0,-2.0,-54.0
9.675870348139255e-08,51.0,-2.0,-54.0
9.687875150060023e-08,51.0,-2.0,-55.0
9.699879951980791e-08,51.0,-2.0,-55.0
9.711884753901561e-08,50.0,-2.0,-54.0
9.723889555822329e-08,50.0,-2.0,-54.0
9.735894357743097e-08,50.0,-2.0,-54.0
9.747899159663866e-08,50.0,-2.0,-54.0
9.759903961584634e-08,50.0,-2.0,-54.0
9.771908763505402e-08,50.0,-2.0,-54.0
9.78391356542617e-08,50.0,-2.0,-53.0
9.795918367346938e-08,50.0,-2.0,-53.0
9.807923169267707e-08,50.0,-2.0,-53.0
9.819927971188475e-08,50.0,-1.0,-53.0
9.831932773109243e-08,49.0,-1.0,-53.0
9.843937575030011e-08,49.0,-1.0,-53.0
9.85594237695078e-08,49.0,-1.0,-53.0
9.867947178871548e-08,49.0,-1.0,-53.0
9.879951980792316e-08,49.0,-1.0,-53.0
9.891956782713086e-08,49.0,-1.0,-53.0
9.903961584633854e-08,48.0,-1.0,-53.0
9.915966386554622e-08,48.0,-1.0,-53.0
9.92797118847539e-08,49.0,-1.0,-53.0
9.939975990396158e-08,49.0,-1.0,-53.0
9.951980792316927e-08,49.0,-1.0,-53.0
9.963985594237695e-08,49.0,-1.0,-52.0
9.975990396158463e-08,49.0,-1.0,-52.0
9.987995198079231e-08,49.0,-1.0,-52.0
1e-07,50.0,-1.0,-52.0
1.0012004801920768e-07,50.0,-1.0,-52.0
1.0024009603841536e-07,50.0,-1.0,-52.0
1.0036014405762304e-07,50.0,-1.0,-52.0
1.0048019207683072e-07,50.0,-1.0,-52.0
1.0060024009603841e-07,50.0,0.0,-52.0
1.0072028811524609e-07,49.0,0.0,-52.0
1.0084033613445377e-07,49.0,0.0,-51.0
1.0096038415366147e-07,49.0,0.0,-51.0
1.0108043217286915e-07,49.0,0.0,-51.0
1.0120048019207683e-07,49.0,0.0,-51.0
1.0132052821128451e-07,49.0,-1.0,-51.0
1.014405762304922e-07,48.0,-1.0,-51.0
1.0156062424969988e-07,48.0,-1.0,-52.0
1.0168067226890756e-07,49.0,-1.0,-52.0
1.0180072028811524e-07,49.0,-1.0,-52.0
1.0192076830732292e-07,49.0,-1.0,-52.0
1.0204081632653061e-07,49.0,-1.0,-52.0
1.0216086434573829e-07,49.0,-1.0,-52.0
1.0228091236494597e-07,49.0,-1.0,-52.0
1.0240096038415365e-07,50.0,-1.0,-52.0
1.0252100840336134e-07,50.0,-1.0,-52.0
1.0264105642256902e-07,50.0,-1.0,-52.0
1.0276110444177671e-07,50.0,-1.0,-52.0
1.028811524609844e-07,50.0,-1.0,-52.0
1.0300120048019208e-07,50.0,-1.0,-52.0
1.0312124849939976e-07,49.0,-1.0,-52.0
1.0324129651860744e-07,49.0,-1.0,-52.0
1.0336134453781512e-07,49.0,-1.0,-53.0
1.0348139255702281e-07,49.0,-1.0,-53.0
1.0360144057623049e-07,49.0,-1.0,-53.0
1.0372148859543817e-07,49.0,-1.0,-53.0
1.0384153661464585e-07,48.0,-1.0,-53.0
1.0396158463385354e-07,48.0,-1.0,-53.0
1.0408163265306122e-07,49.0,-1.0,-54.0
1.042016806722689e-07,49.0,0.0,-54.0
1.0432172869147658e-07,49.0,0.0,-53.0
1.0444177671068426e-07,49.0,0.0,-53.0
1.0456182472989195e-07,49.0,0.0,-53.0
1.0468187274909963e-07,49.0,0.0,-53.0
1.0480192076830732e-07,50.0,0.0,-53.0
1.0492196878751501e-07,50.0,-1.0,-53.0
1.0504201680672269e-07,50.0,-1.0,-52.0
1.0516206482593037e-07,50.0,-1.0,-53.0
1.0528211284513805e-07,50.0,-1.0,-53.0
1.0540216086434574e-07,50.0,-1.0,-53.0
1.0552220888355342e-07,49.0,-1.0,-53.0
1.056422569027611e-07,49.0,-1.0,-53.0
1.0576230492196878e-07,49.0,-1.0,-53.0
1.0588235294117647e-07,49.0,-1.0,-53.0
1.0600240096038415e-07,49.0,0.0,-53.0
1.0612244897959183e-07,49.0,0.0,-53.0
1.0624249699879951e-07,48.0,-1.0,-52.0
1.063625450180072e-07,48.0,-1.0,-52.0
1.0648259303721488e-07,49.0,-1.0,-52.0
1.0660264105642257e-07,49.0,-1.0,-52.0
1.0672268907563025e-07,49.0,-2.0,-52.0
1.0684273709483794e-07,49.0,-2.0,-52.0
1.0696278511404562e-07,49.0,-2.0,-52.0
1.070828331332533e-07,49.0,-2.0,-52.0
1.0720288115246098e-07,50.0,-2.0,-52.0
1.0732292917166867e-07,49.0,-2.0,-52.0
1.0744297719087635e-07,49.0,-2.0,-52.0
1.0756302521008403e-07,49.0,-2.0,-52.0
1.0768307322929171e-07,49.0,-2.0,-52.0
1.078031212484994e-07,49.0,-1.0,-52.0
1.0792316926770708e-07,49.0,-1.0,-52.0
1.0804321728691476e-07,48.0,-1.0,-52.0
1.0816326530612244e-07,48.0,-1.0,-53.0
1.0828331332533012e-07,49.0,-1.0,-53.0
1.084033613445378e-07,49.0,-1.0,-53.0
1.0852340936374549e-07,49.0,-1.0,-53.0
1.0864345738295318e-07,49.0,-1.0,-53.0
1.0876350540216087e-07,49.0,-1.0,-53.0
1.0888355342136855e-07,49.0,-1.0,-54.0
1.0900360144057623e-07,50.0,-1.0,-54.0
1.0912364945978391e-07,50.0,-1.0,-53.0
1.092436974789916e-07,50.0,-1.0,-53.0
1.0936374549819928e-07,50.0,-1.0,-53.0
1.0948379351740696e-07,50.0,-1.0,-53.0
1.0960384153661464e-07,50.0,-1.0,-53.0
1.0972388955582232e-07,50.0,-2.0,-53.0
1.0984393757503e-07,50.0,-2.0,-52.0
1.0996398559423769e-07,50.0,-3.0,-52.0
1.1008403361344537e-07,50.0,-3.0,-52.0
1.1020408163265305e-07,50.0,-3.0,-52.0
1.1032412965186073e-07,50.0,-3.0,-51.0
1.1044417767106843e-07,50.0,-3.0,-51.0
1.1056422569027611e-07,50.0,-3.0,-52.0
1.106842737094838e-07,50.0,-3.0,-52.0
1.1080432172869148e-07,50.0,-2.0,-52.0
1.1092436974789916e-07,50.0,-2.0,-52.0
1.1104441776710684e-07,50.0,-2.0,-52.0
1.1116446578631452e-07,50.0,-2.0,-52.0
1.112845138055222e-07,50.0,-2.0,-52.0
1.1140456182472989e-07,51.0,-2.0,-52.0
1.1152460984393757e-07,50.0,-2.0,-52.0
1.1164465786314525e-07,50.0,-2.0,-51.0
1.1176470588235293e-07,50.0,-2.0,-51.0
1.1188475390156062e-07,50.0,-2.0,-51.0
1.120048019207683e-07,50.0,-2.0,-51.0
1.1212484993997598e-07,50.0,-2.0,-51.0
1.1224489795918366e-07,49.0,-2.0,-51.0
1.1236494597839135e-07,49.0,-2.0,-52.0
1.1248499399759904e-07,50.0,-2.0,-52.0
1.1260504201680672e-07,50.0,-2.0,-53.0
1.127250900360144e-07,50.0,-3.0,-53.0
1.1284513805522209e-07,50.0,-3.0,-53.0
1.1296518607442977e-07,50.0,-3.0,-53.0
1.1308523409363745e-07,51.0,-3.0,-53.0
1.1320528211284513e-07,51.0,-3.0,-53.0
1.1332533013205282e-07,50.0,-3.0,-53.0
1.134453781512605e-07,50.0,-4.0,-52.0
1.1356542617046818e-07,49.0,-4.0,-53.0
1.1368547418967586e-07,49.0,-3.0,-53.0
1.1380552220888355e-07,49.0,-3.0,-53.0
1.1392557022809123e-07,48.0,-3.0,-53.0
1.1404561824729891e-07,48.0,-3.0,-53.0
1.1416566626650659e-07,48.0,-3.0,-53.0
1.1428571428571429e-07,48.0,-3.0,-53.0
1.1440576230492197e-07,49.0,-2.0,-53.0
1.1452581032412965e-07,49.0,-3.0,-53.0
1.1464585834333733e-07,49.0,-3.0,-52.0
1.1476590636254502e-07,49.0,-3.0,-52.0
1.148859543817527e-07,49.0,-3.0,-52.0
1.1500600240096038e-07,50.0,-3.0,-52.0
1.1512605042016806e-07,50.0,-3.0,-52.0
1.1524609843937575e-07,50.0,-3.0,-52.0
1.1536614645858343e-07,50.0,-3.0,-52.0
1.1548619447779111e-07,51.0,-3.0,-52.0
1.1560624249699879e-07,51.0,-2.0,-52.0
1.1572629051620648e-07,51.0,-2.0,-52.0
1.1584633853541416e-07,50.0,-2.0,-52.0
1.1596638655462184e-07,50.0,-2.0,-52.0
1.1608643457382952e-07,50.0,-2.0,-52.0
1.162064825930372e-07,50.0,-2.0,-52.0
1.163265306122449e-07,49.0,-2.0,-52.0
1.1644657863145258e-07,49.0,-2.0,-52.0
1.1656662665066026e-07,49.0,-2.0,-53.0
1.1668667466986795e-07,49.0,-2.0,-53.0
1.1680672268907563e-07,49.0,-1.0,-53.0
1.1692677070828331e-07,49.0,-1.0,-53.0
1.1704681872749099e-07,49.0,-1.0,-53.0
1.1716686674669868e-07,49.0,-1.0,-53.0
1.1728691476590636e-07,49.0,-1.0,-54.0
1.1740696278511404e-07,50.0,-1.0,-54.0
1.1752701080432172e-07,49.0,-1.0,-53.0
1.176470588235294e-07,49.0,-1.0,-53.0
1.1776710684273709e-07,49.0,-1.0,-53.0
1.1788715486194477e-07,49.0,-1.0,-53.0
1.1800720288115245e-07,49.0,-1.0,-53.0
1.1812725090036015e-07,49.0,-1.0,-53.0
1.1824729891956783e-07,49.0,-1.0,-52.0
1.1836734693877551e-07,49.0,-1.0,-53.0
1.1848739495798319e-07,49.0,-1.0,-53.0
1.1860744297719088e-07,50.0,-1.0,-53.0
1.1872749099639856e-07,50.0,-2.0,-53.0
1.1884753901560624e-07,50.0,-2.0,-53.0
1.1896758703481392e-07,50.0,-2.0,-53.0
1.190876350540216e-07,51.0,-2.0,-53.0
1.1920768307322929e-07,51.0,-2.0,-53.0
1.1932773109243697e-07,50.0,-2.0,-53.0
1.1944777911164465e-07,50.0,-3.0,-52.0
1.1956782713085233e-07,50.0,-3.0,-52.0
1.1968787515006002e-07,50.0,-2.0,-52.0
1.198079231692677e-07,50.0,-2.0,-52.0
1.1992797118847538e-07,50.0,-2.0,-52.0
1.2004801920768306e-07,50.0,-2.0,-52.0
1.2016806722689074e-07,50.0,-2.0,-52.0
1.2028811524609843e-07,50.0,-2.0,-52.0
1.204081632653061e-07,50.0,-1.0,-52.0
1.205282112845138e-07,50.0,-2.0,-52.0
1.2064825930372147e-07,50.0,-2.0,-52.0
1.2076830732292916e-07,50.0,-2.0,-53.0
1.2088835534213684e-07,50.0,-2.0,-53.0
1.2100840336134455e-07,50.0,-2.0,-53.0
1.2112845138055223e-07,50.0,-2.0,-53.0
1.212484993997599e-07,50.0,-3.0,-53.0
1.213685474189676e-07,50.0,-3.0,-53.0
1.2148859543817528e-07,50.0,-2.0,-53.0
1.2160864345738296e-07,50.0,-2.0,-53.0
1.2172869147659064e-07,49.0,-2.0,-53.0
1.2184873949579832e-07,49.0,-2.0,-52.0
1.21968787515006e-07,49.0,-2.0,-52.0
1.2208883553421369e-07,49.0,-2.0,-52.0
1.2220888355342137e-07,49.0,-1.0,-52.0
1.2232893157262905e-07,48.0,-1.0,-51.0
1.2244897959183673e-07,48.0,-1.0,-51.0
1.2256902761104442e-07,48.0,-1.0,-52.0
1.226890756302521e-07,48.0,0.0,-52.0
1.2280912364945978e-07,48.0,0.0,-52.0
1.2292917166866746e-07,47.0,-1.0,-52.0
1.2304921968787514e-07,47.0,-1.0,-52.0
1.2316926770708283e-07,47.0,-1.0,-52.0
1.232893157262905e-07,47.0,-1.0,-53.0
1.234093637454982e-07,48.0,-1.0,-53.0
1.2352941176470587e-07,48.0,-1.0,-52.0
1.2364945978391356e-07,48.0,-1.0,-52.0
1.2376950780312124e-07,49.0,-1.0,-52.0
1.2388955582232892e-07,49.0,-1.0,-52.0
1.240096038415366e-07,50.0,-1.0,-52.0
1.2412965186074428e-07,50.0,-1.0,-52.0
1.2424969987995197e-07,50.0,-1.0,-51.0
1.2436974789915965e-07,50.0,-1.0,-51.0
1.2448979591836733e-07,50.0,-1.0,-51.0
1.2460984393757501e-07,50.0,-1.0,-51.0
1.247298919567827e-07,50.0,-2.0,-51.0
1.2484993997599038e-07,50.0,-2.0,-51.0
1.249699879951981e-07,50.0,-2.0,-52.0
1.2509003601440577e-07,50.0,-2.0,-52.0
1.2521008403361345e-07,50.0,-2.0,-52.0
1.2533013205282113e-07,49.0,-2.0,-52.0
1.2545018007202882e-07,49.0,-2.0,-52.0
1.255702280912365e-07,49.0,-2.0,-52.0
1.2569027611044418e-07,49.0,-2.0,-52.0
1.2581032412965186e-07,49.0,-2.0,-52.0
1.2593037214885954e-07,49.0,-2.0,-52.0
1.2605042016806723e-07,49.0,-2.0,-52.0
1.261704681872749e-07,49.0,-2.0,-53.0
1.262905162064826e-07,49.0,-2.0,-53.0
1.2641056422569027e-07,50.0,-2.0,-53.0
1.2653061224489796e-07,50.0,-2.0,-53.0
1.2665066026410564e-07,50.0,-2.0,-53.0
1.2677070828331332e-07,50.0,-2.0,-53.0
1.26890756302521e-07,50.0,-2.0,-53.0
1.2701080432172869e-07,51.0,-2.0,-53.0
1.2713085234093637e-07,51.0,-2.0,-53.0
1.2725090036014405e-07,51.0,-2.0,-53.0
1.2737094837935173e-07,51.0,-2.0,-54.0
1.2749099639855941e-07,51.0,-2.0,-54.0
1.276110444177671e-07,51.0,-1.0,-54.0
1.2773109243697478e-07,50.0,-1.0,-54.0
1.2785114045618246e-07,50.0,-1.0,-54.0
1.2797118847539014e-07,49.0,-1.0,-55.0
1.2809123649459783e-07,49.0,-1.0,-55.0
1.282112845138055e-07,49.0,-1.0,-55.0
1.283313325330132e-07,48.0,-2.0,-55.0
1.2845138055222087e-07,48.0,-2.0,-54.0
1.2857142857142855e-07,48.0,-2.0,-54.0
1.2869147659063626e-07,48.0,-2.0,-54.0
1.2881152460984395e-07,49.0,-2.0,-53.0
1.2893157262905163e-07,49.0,-2.0,-53.0
1.290516206482593e-07,49.0,-2.0,-52.0
1.29171668667467e-07,49.0,-2.0,-52.0
1.2929171668667467e-07,49.0,-2.0,-52.0
1.2941176470588236e-07,50.0,-1.0,-52.0
1.2953181272509004e-07,49.0,-2.0,-52.0
1.2965186074429772e-07,49.0,-2.0,-52.0
1.297719087635054e-07,49.0,-2.0,-53.0
1.2989195678271309e-07,49.0,-2.0,-53.0
1.3001200480192077e-07,49.0,-2.0,-53.0
1.3013205282112845e-07,49.0,-2.0,-53.0
1.3025210084033613e-07,49.0,-3.0,-53.0
1.3037214885954381e-07,49.0,-3.0,-53.0
1.304921968787515e-07,49.0,-2.0,-53.0
1.3061224489795918e-07,50.0,-2.0,-53.0
1.3073229291716686e-07,50.0,-2.0,-53.0
1.3085234093637454e-07,50.0,-2.0,-52.0
1.3097238895558223e-07,50.0,-2.0,-52.0
1.310924369747899e-07,51.0,-2.0,-52.0
1.312124849939976e-07,51.0,-1.0,-52.0
1.3133253301320527e-07,50.0,-1.0,-52.0
1.3145258103241295e-07,50.0,-1.0,-52.0
1.3157262905162064e-07,50.0,-1.0,-52.0
