Temps (s),CH1 (V),CH2 (V)
2.2088835534213685e-09,0.0,1.0
2.2328931572629054e-09,0.0,1.0
2.256902761104442e-09,0.0,1.0
2.2809123649459787e-09,0.0,1.0
2.304921968787515e-09,0.0,1.0
2.3289315726290516e-09,0.0,1.0
2.3529411764705885e-09,0.0,1.0
2.376950780312125e-09,0.0,1.0
2.4009603841536618e-09,0.0,1.0
2.4249699879951982e-09,0.0,1.0
2.4489795918367347e-09,0.0,1.0
2.4729891956782715e-09,0.0,1.0
2.496998799519808e-09,0.0,1.0
2.521008403361345e-09,0.0,1.0
2.5450180072028813e-09,0.0,1.0
2.5690276110444178e-09,0.0,1.0
2.5930372148859546e-09,0.0,1.0
2.617046818727491e-09,0.0,1.0
2.641056422569028e-09,0.0,1.0
2.6650660264105644e-09,0.0,1.0
2.6890756302521012e-09,0.0,1.0
2.7130852340936377e-09,0.0,1.0
2.737094837935174e-09,0.0,1.0
2.761104441776711e-09,0.0,1.0
2.7851140456182474e-09,0.0,1.0
2.8091236494597843e-09,0.0,1.0
2.8331332533013208e-09,0.0,1.0
2.857142857142857e-09,0.0,1.0
2.881152460984394e-09,0.0,1.0
2.9051620648259305e-09,0.0,1.0
2.9291716686674674e-09,0.0,1.0
2.953181272509004e-09,0.0,1.0
2.9771908763505403e-09,0.0,1.0
3.001200480192077e-09,0.0,1.0
3.0252100840336136e-09,0.0,1.0
3.0492196878751504e-09,0.0,1.0
3.073229291716687e-09,0.0,1.0
3.0972388955582233e-09,0.0,1.0
3.12124849939976e-09,0.0,1.0
3.1452581032412967e-09,0.0,1.0
3.1692677070828335e-09,0.0,1.0
3.19327731092437e-09,0.0,1.0
3.2172869147659064e-09,0.0,1.0
3.2412965186074433e-09,0.0,1.0
3.2653061224489797e-09,0.0,1.0
3.2893157262905166e-09,0.0,1.0
3.313325330132053e-09,0.0,1.0
3.3373349339735895e-09,0.0,1.0
3.3613445378151263e-09,0.0,1.0
3.3853541416566628e-09,0.0,1.0
3.4093637454981996e-09,0.0,1.0
3.433373349339736e-09,0.0,1.0
3.4573829531812725e-09,0.0,1.0
3.4813925570228094e-09,0.0,1.0
3.505402160864346e-09,0.0,1.0
3.5294117647058827e-09,0.0,1.0
3.553421368547419e-09,0.0,1.0
3.577430972388956e-09,0.0,1.0
3.6014405762304925e-09,0.0,1.0
3.625450180072029e-09,0.0,1.0
3.6494597839135658e-09,0.0,1.0
3.6734693877551022e-09,0.0,1.0
3.697478991596639e-09,0.0,1.0
3.7214885954381755e-09,0.0,1.0
3.745498199279712e-09,0.0,1.0
3.769507803121249e-09,0.0,1.0
3.793517406962785e-09,0.0,1.0
3.817527010804322e-09,0.0,1.0
3.841536614645858e-09,0.0,1.0
3.8655462184873955e-09,0.0,1.0
3.889555822328932e-09,0.0,1.0
3.913565426170468e-09,0.0,1.0
3.937575030012005e-09,0.0,1.0
3.961584633853542e-09,0.0,1.0
3.9855942376950785e-09,0.0,1.0
4.009603841536615e-09,0.0,1.0
4.0336134453781514e-09,0.0,1.0
4.057623049219688e-09,-1.0,1.0
4.081632653061225e-09,-1.0,1.0
4.105642256902762e-09,-1.0,1.0
4.129651860744298e-09,-1.0,1.0
4.1536614645858345e-09,-1.0,1.0
4.177671068427371e-09,-1.0,1.0
4.201680672268908e-09,-1.0,1.0
4.225690276110445e-09,-1.0,1.0
4.249699879951981e-09,0.0,1.0
4.2737094837935176e-09,0.0,1.0
4.297719087635054e-09,0.0,1.0
4.321728691476591e-09,0.0,1.0
4.345738295318128e-09,0.0,1.0
4.369747899159664e-09,0.0,1.0
4.393757503001201e-09,0.0,1.0
4.417767106842737e-09,0.0,1.0
4.441776710684274e-09,0.0,1.0
4.465786314525811e-09,0.0,1.0
4.489795918367347e-09,0.0,1.0
4.513805522208884e-09,0.0,1.0
4.53781512605042e-09,0.0,1.0
4.5618247298919574e-09,0.0,1.0
4.585834333733494e-09,0.0,1.0
4.60984393757503e-09,0.0,1.0
4.633853541416567e-09,0.0,1.0
4.657863145258103e-09,0.0,1.0
4.6818727490996405e-09,0.0,1.0
4.705882352941177e-09,0.0,1.0
4.729891956782713e-09,0.0,1.0
4.75390156062425e-09,0.0,1.0
4.777911164465786e-09,0.0,1.0
4.8019207683073236e-09,0.0,1.0
4.82593037214886e-09,0.0,1.0
4.8499399759903965e-09,0.0,1.0
4.873949579831933e-09,0.0,1.0
4.897959183673469e-09,0.0,1.0
4.921968787515007e-09,0.0,1.0
4.945978391356543e-09,0.0,1.0
4.9699879951980795e-09,0.0,1.0
4.993997599039616e-09,0.0,1.0
5.0180072028811524e-09,0.0,1.0
5.04201680672269e-09,0.0,1.0
5.066026410564226e-09,0.0,1.0
5.090036014405763e-09,0.0,1.0
5.114045618247299e-09,0.0,1.0
5.1380552220888355e-09,0.0,1.0
5.162064825930373e-09,0.0,1.0
5.186074429771909e-09,0.0,1.0
5.210084033613446e-09,0.0,1.0
5.234093637454982e-09,0.0,1.0
5.2581032412965186e-09,0.0,1.0
5.282112845138056e-09,0.0,1.0
5.306122448979592e-09,0.0,1.0
5.330132052821129e-09,0.0,1.0
5.354141656662665e-09,0.0,1.0
5.3781512605042025e-09,0.0,1.0
5.402160864345739e-09,0.0,1.0
5.426170468187275e-09,0.0,1.0
5.450180072028812e-09,0.0,1.0
5.474189675870348e-09,0.0,1.0
5.4981992797118855e-09,0.0,1.0
5.522208883553422e-09,0.0,1.0
5.5462184873949584e-09,0.0,1.0
5.570228091236495e-09,0.0,1.0
5.594237695078031e-09,0.0,1.0
5.618247298919569e-09,0.0,1.0
5.642256902761105e-09,0.0,1.0
5.6662665066026415e-09,0.0,1.0
5.690276110444178e-09,0.0,1.0
5.714285714285714e-09,0.0,1.0
5.738295318127252e-09,0.0,1.0
5.762304921968788e-09,0.0,1.0
5.7863145258103246e-09,0.0,1.0
5.810324129651861e-09,0.0,1.0
5.8343337334933975e-09,0.0,1.0
5.858343337334935e-09,0.0,1.0
5.882352941176471e-09,0.0,1.0
5.906362545018008e-09,0.0,1.0
5.930372148859544e-09,0.0,1.0
5.9543817527010805e-09,0.0,1.0
5.978391356542618e-09,0.0,1.0
6.002400960384154e-09,0.0,1.0
6.026410564225691e-09,0.0,1.0
6.050420168067227e-09,0.0,1.0
6.074429771908764e-09,0.0,1.0
6.098439375750301e-09,0.0,1.0
6.122448979591837e-09,0.0,1.0
6.146458583433374e-09,0.0,1.0
6.17046818727491e-09,0.0,1.0
6.194477791116447e-09,0.0,1.0
6.218487394957984e-09,0.0,1.0
6.24249699879952e-09,0.0,1.0
6.266506602641057e-09,0.0,1.0
6.290516206482593e-09,0.0,1.0
6.31452581032413e-09,0.0,1.0
6.338535414165667e-09,0.0,1.0
6.3625450180072035e-09,-1.0,1.0
6.38655462184874e-09,-1.0,1.0
6.410564225690276e-09,-1.0,1.0
6.434573829531813e-09,-1.0,1.0
6.45858343337335e-09,-1.0,1.0
6.4825930372148865e-09,-1.0,1.0
6.506602641056423e-09,-1.0,1.0
6.5306122448979594e-09,-1.0,1.0
6.554621848739496e-09,-1.0,1.0
6.578631452581033e-09,-1.0,1.0
6.60264105642257e-09,-1.0,1.0
6.626650660264106e-09,-1.0,1.0
6.6506602641056425e-09,-1.0,1.0
6.674669867947179e-09,-1.0,1.0
6.698679471788716e-09,-1.0,1.0
6.722689075630253e-09,-1.0,1.0
6.746698679471789e-09,0.0,1.0
6.7707082833133256e-09,0.0,1.0
6.794717887154862e-09,0.0,1.0
6.818727490996399e-09,0.0,1.0
6.842737094837936e-09,0.0,1.0
6.866746698679472e-09,0.0,1.0
6.890756302521009e-09,0.0,1.0
6.914765906362545e-09,0.0,1.0
6.938775510204082e-09,0.0,1.0
6.962785114045619e-09,0.0,1.0
6.986794717887155e-09,0.0,1.0
7.010804321728692e-09,0.0,1.0
7.034813925570229e-09,0.0,1.0
7.0588235294117654e-09,0.0,1.0
7.082833133253302e-09,0.0,1.0
7.106842737094838e-09,0.0,1.0
7.130852340936375e-09,0.0,1.0
7.154861944777912e-09,0.0,0.0
7.1788715486194485e-09,0.0,0.0
7.202881152460985e-09,0.0,0.0
7.226890756302521e-09,0.0,0.0
7.250900360144058e-09,0.0,0.0
7.274909963985595e-09,0.0,0.0
7.2989195678271316e-09,0.0,0.0
7.322929171668668e-09,0.0,0.0
7.3469387755102045e-09,0.0,0.0
7.370948379351741e-09,0.0,0.0
7.394957983193278e-09,0.0,0.0
7.418967587034815e-09,0.0,0.0
7.442977190876351e-09,0.0,0.0
7.466986794717888e-09,0.0,0.0
7.490996398559425e-09,0.0,0.0
7.515006002400961e-09,0.0,0.0
7.539015606242498e-09,0.0,0.0
7.563025210084034e-09,0.0,0.0
7.58703481392557e-09,0.0,0.0
7.611044417767107e-09,0.0,0.0
7.635054021608644e-09,0.0,0.0
7.65906362545018e-09,0.0,0.0
7.683073229291716e-09,0.0,0.0
7.707082833133255e-09,0.0,0.0
7.731092436974791e-09,0.0,0.0
7.755102040816327e-09,0.0,0.0
7.779111644657864e-09,0.0,0.0
7.8031212484994e-09,0.0,0.0
7.827130852340937e-09,0.0,0.0
7.851140456182473e-09,0.0,0.0
7.87515006002401e-09,0.0,0.0
7.899159663865546e-09,0.0,0.0
7.923169267707084e-09,0.0,0.0
7.94717887154862e-09,0.0,0.0
7.971188475390157e-09,0.0,0.0
7.995198079231694e-09,0.0,0.0
8.01920768307323e-09,0.0,0.0
8.043217286914766e-09,0.0,0.0
8.067226890756303e-09,0.0,0.0
8.09123649459784e-09,0.0,0.0
8.115246098439376e-09,0.0,0.0
8.139255702280912e-09,0.0,0.0
8.16326530612245e-09,0.0,0.0
8.187274909963987e-09,-1.0,0.0
8.211284513805523e-09,-1.0,0.0
8.23529411764706e-09,-1.0,0.0
8.259303721488596e-09,-1.0,0.0
8.283313325330133e-09,-1.0,0.0
8.307322929171669e-09,-1.0,0.0
8.331332533013205e-09,-1.0,0.0
8.355342136854742e-09,-1.0,0.0
8.379351740696278e-09,-1.0,0.0
8.403361344537816e-09,-1.0,0.0
8.427370948379353e-09,-1.0,0.0
8.45138055222089e-09,-1.0,0.0
8.475390156062426e-09,-1.0,0.0
8.499399759903962e-09,-1.0,0.0
8.523409363745499e-09,-1.0,0.0
8.547418967587035e-09,-1.0,0.0
8.571428571428572e-09,-1.0,0.0
8.595438175270108e-09,-1.0,0.0
8.619447779111645e-09,-1.0,0.0
8.643457382953183e-09,-1.0,0.0
8.667466986794719e-09,-1.0,0.0
8.691476590636256e-09,-1.0,1.0
8.715486194477792e-09,-1.0,1.0
8.739495798319328e-09,-1.0,1.0
8.763505402160865e-09,-1.0,1.0
8.787515006002401e-09,-1.0,1.0
8.811524609843938e-09,-1.0,1.0
8.835534213685474e-09,-1.0,1.0
8.85954381752701e-09,-1.0,1.0
8.883553421368549e-09,-1.0,1.0
8.907563025210085e-09,-1.0,1.0
8.931572629051622e-09,-1.0,1.0
8.955582232893158e-09,-1.0,1.0
8.979591836734695e-09,-1.0,1.0
9.003601440576231e-09,-1.0,1.0
9.027611044417767e-09,-1.0,1.0
9.051620648259304e-09,-1.0,1.0
9.07563025210084e-09,-1.0,1.0
9.099639855942377e-09,-1.0,0.0
9.123649459783915e-09,-1.0,0.0
9.147659063625451e-09,0.0,0.0
9.171668667466988e-09,0.0,0.0
9.195678271308524e-09,0.0,0.0
9.21968787515006e-09,0.0,0.0
9.243697478991597e-09,0.0,0.0
9.267707082833134e-09,0.0,0.0
9.29171668667467e-09,-1.0,0.0
9.315726290516206e-09,0.0,0.0
9.339735894357745e-09,0.0,0.0
9.363745498199281e-09,0.0,0.0
9.387755102040817e-09,0.0,0.0
9.411764705882354e-09,-1.0,1.0
9.43577430972389e-09,-1.0,0.0
9.459783913565427e-09,-1.0,0.0
9.483793517406963e-09,-1.0,0.0
9.5078031212485e-09,-1.0,0.0
9.531812725090036e-09,-1.0,0.0
9.555822328931573e-09,-1.0,0.0
9.57983193277311e-09,-1.0,0.0
9.603841536614647e-09,-1.0,0.0
9.627851140456184e-09,-1.0,0.0
9.65186074429772e-09,-1.0,0.0
9.675870348139257e-09,-1.0,0.0
9.699879951980793e-09,-1.0,0.0
9.72388955582233e-09,-1.0,0.0
9.747899159663866e-09,-1.0,0.0
9.771908763505402e-09,-1.0,1.0
9.795918367346939e-09,0.0,1.0
9.819927971188477e-09,0.0,0.0
9.843937575030013e-09,0.0,0.0
9.86794717887155e-09,-1.0,0.0
9.891956782713086e-09,-1.0,0.0
9.915966386554623e-09,-1.0,0.0
9.939975990396159e-09,-1.0,0.0
9.963985594237696e-09,-1.0,0.0
9.987995198079232e-09,-1.0,0.0
1.0012004801920768e-08,-1.0,1.0
1.0036014405762305e-08,0.0,1.0
1.0060024009603843e-08,0.0,1.0
1.008403361344538e-08,0.0,1.0
1.0108043217286916e-08,-1.0,1.0
1.0132052821128452e-08,-1.0,1.0
1.0156062424969989e-08,-1.0,0.0
1.0180072028811525e-08,-1.0,0.0
1.0204081632653062e-08,-1.0,0.0
1.0228091236494598e-08,-1.0,0.0
1.0252100840336135e-08,-1.0,0.0
1.0276110444177671e-08,-1.0,0.0
1.0300120048019209e-08,-1.0,1.0
1.0324129651860746e-08,-1.0,1.0
1.0348139255702282e-08,0.0,1.0
1.0372148859543818e-08,0.0,1.0
1.0396158463385355e-08,0.0,1.0
1.0420168067226891e-08,0.0,1.0
1.0444177671068428e-08,0.0,1.0
1.0468187274909964e-08,0.0,1.0
1.04921968787515e-08,0.0,1.0
1.0516206482593037e-08,0.0,1.0
1.0540216086434575e-08,0.0,0.0
1.0564225690276112e-08,0.0,0.0
1.0588235294117648e-08,0.0,0.0
1.0612244897959185e-08,0.0,0.0
1.0636254501800721e-08,0.0,0.0
1.0660264105642258e-08,0.0,0.0
1.0684273709483794e-08,0.0,0.0
1.070828331332533e-08,0.0,1.0
1.0732292917166867e-08,0.0,1.0
1.0756302521008405e-08,0.0,0.0
1.0780312124849941e-08,0.0,0.0
1.0804321728691478e-08,0.0,0.0
1.0828331332533014e-08,0.0,0.0
1.085234093637455e-08,0.0,0.0
1.0876350540216087e-08,0.0,0.0
1.0900360144057624e-08,0.0,0.0
1.092436974789916e-08,0.0,0.0
1.0948379351740697e-08,0.0,0.0
1.0972388955582233e-08,0.0,0.0
1.0996398559423771e-08,0.0,0.0
1.1020408163265308e-08,0.0,0.0
1.1044417767106844e-08,0.0,0.0
1.106842737094838e-08,0.0,1.0
1.1092436974789917e-08,-1.0,1.0
1.1116446578631453e-08,-1.0,1.0
1.114045618247299e-08,-1.0,1.0
1.1164465786314526e-08,-1.0,1.0
1.1188475390156063e-08,-1.0,1.0
1.1212484993997599e-08,-1.0,0.0
1.1236494597839137e-08,-1.0,0.0
1.1260504201680674e-08,-1.0,0.0
1.128451380552221e-08,-1.0,0.0
1.1308523409363747e-08,-1.0,0.0
1.1332533013205283e-08,-1.0,0.0
1.135654261704682e-08,-1.0,0.0
1.1380552220888356e-08,-1.0,0.0
1.1404561824729892e-08,-1.0,1.0
1.1428571428571429e-08,-1.0,1.0
1.1452581032412965e-08,-1.0,1.0
1.1476590636254503e-08,-1.0,1.0
1.150060024009604e-08,-1.0,1.0
1.1524609843937576e-08,-1.0,1.0
1.1548619447779113e-08,-1.0,1.0
1.1572629051620649e-08,-1.0,1.0
1.1596638655462186e-08,-1.0,1.0
1.1620648259303722e-08,-1.0,1.0
1.1644657863145258e-08,-1.0,1.0
1.1668667466986795e-08,-1.0,1.0
1.1692677070828331e-08,-1.0,1.0
1.171668667466987e-08,-1.0,1.0
1.1740696278511406e-08,-1.0,1.0
1.1764705882352942e-08,-1.0,1.0
1.1788715486194479e-08,-1.0,1.0
1.1812725090036015e-08,-1.0,1.0
1.1836734693877552e-08,-1.0,1.0
1.1860744297719088e-08,-1.0,1.0
1.1884753901560625e-08,-1.0,1.0
1.1908763505402161e-08,-1.0,1.0
1.1932773109243698e-08,-1.0,1.0
1.1956782713085236e-08,-1.0,1.0
1.1980792316926772e-08,-1.0,1.0
1.2004801920768309e-08,-1.0,1.0
1.2028811524609845e-08,-1.0,1.0
1.2052821128451381e-08,-1.0,1.0
1.2076830732292918e-08,-1.0,1.0
1.2100840336134454e-08,-1.0,1.0
1.212484993997599e-08,-1.0,1.0
1.2148859543817527e-08,-1.0,1.0
1.2172869147659064e-08,-1.0,1.0
1.2196878751500602e-08,-1.0,1.0
1.2220888355342138e-08,-1.0,1.0
1.2244897959183675e-08,-1.0,1.0
1.2268907563025211e-08,-1.0,1.0
1.2292917166866748e-08,-1.0,1.0
1.2316926770708284e-08,-1.0,1.0
1.234093637454982e-08,-1.0,1.0
1.2364945978391357e-08,-1.0,1.0
1.2388955582232893e-08,-1.0,1.0
1.2412965186074431e-08,-1.0,1.0
1.2436974789915968e-08,-1.0,1.0
1.2460984393757504e-08,-1.0,1.0
1.248499399759904e-08,-1.0,1.0
1.2509003601440577e-08,-1.0,1.0
1.2533013205282114e-08,-1.0,1.0
1.255702280912365e-08,-1.0,1.0
1.2581032412965187e-08,-1.0,1.0
1.2605042016806723e-08,-1.0,1.0
1.262905162064826e-08,-1.0,1.0
1.2653061224489798e-08,-1.0,1.0
1.2677070828331334e-08,-1.0,1.0
1.270108043217287e-08,-1.0,1.0
1.2725090036014407e-08,-1.0,1.0
1.2749099639855943e-08,-1.0,1.0
1.277310924369748e-08,-1.0,1.0
1.2797118847539016e-08,-1.0,1.0
1.2821128451380553e-08,-1.0,1.0
1.284513805522209e-08,-1.0,1.0
1.2869147659063626e-08,-1.0,1.0
1.2893157262905164e-08,-1.0,1.0
1.29171668667467e-08,-1.0,1.0
1.2941176470588237e-08,-1.0,1.0
1.2965186074429773e-08,-1.0,1.0
1.298919567827131e-08,-1.0,1.0
1.3013205282112846e-08,0.0,1.0
1.3037214885954382e-08,0.0,1.0
1.3061224489795919e-08,0.0,1.0
1.3085234093637455e-08,0.0,1.0
1.3109243697478992e-08,0.0,1.0
1.313325330132053e-08,0.0,1.0
1.3157262905162066e-08,0.0,1.0
1.3181272509003603e-08,0.0,1.0
1.320528211284514e-08,0.0,1.0
1.3229291716686676e-08,0.0,1.0
1.3253301320528212e-08,0.0,1.0
1.3277310924369749e-08,0.0,1.0
1.3301320528211285e-08,0.0,1.0
1.3325330132052821e-08,0.0,1.0
1.3349339735894358e-08,0.0,1.0
1.3373349339735896e-08,0.0,1.0
1.3397358943577432e-08,0.0,1.0
1.3421368547418969e-08,0.0,1.0
1.3445378151260505e-08,0.0,1.0
1.3469387755102042e-08,0.0,1.0
1.3493397358943578e-08,0.0,1.0
1.3517406962785115e-08,0.0,1.0
1.3541416566626651e-08,0.0,1.0
1.3565426170468188e-08,0.0,1.0
1.3589435774309724e-08,0.0,1.0
1.3613445378151262e-08,0.0,1.0
1.3637454981992799e-08,0.0,1.0
1.3661464585834335e-08,0.0,1.0
1.3685474189675871e-08,0.0,1.0
1.3709483793517408e-08,0.0,1.0
1.3733493397358944e-08,0.0,1.0
1.3757503001200481e-08,0.0,1.0
1.3781512605042017e-08,0.0,1.0
1.3805522208883554e-08,0.0,1.0
1.382953181272509e-08,0.0,1.0
1.3853541416566628e-08,0.0,1.0
1.3877551020408165e-08,0.0,1.0
1.3901560624249701e-08,0.0,1.0
1.3925570228091238e-08,0.0,1.0
1.3949579831932774e-08,0.0,1.0
1.397358943577431e-08,0.0,1.0
1.3997599039615847e-08,0.0,1.0
1.4021608643457383e-08,0.0,1.0
1.404561824729892e-08,0.0,1.0
1.4069627851140458e-08,0.0,1.0
1.4093637454981994e-08,0.0,1.0
1.4117647058823531e-08,0.0,1.0
1.4141656662665067e-08,0.0,1.0
1.4165666266506604e-08,0.0,1.0
1.418967587034814e-08,0.0,1.0
1.4213685474189677e-08,0.0,1.0
1.4237695078031213e-08,0.0,1.0
1.426170468187275e-08,0.0,1.0
1.4285714285714286e-08,0.0,1.0
1.4309723889555824e-08,0.0,1.0
1.433373349339736e-08,0.0,1.0
1.4357743097238897e-08,0.0,1.0
1.4381752701080433e-08,0.0,1.0
1.440576230492197e-08,0.0,1.0
1.4429771908763506e-08,0.0,1.0
1.4453781512605043e-08,0.0,1.0
1.447779111644658e-08,0.0,1.0
1.4501800720288116e-08,0.0,1.0
1.4525810324129652e-08,0.0,1.0
1.454981992797119e-08,0.0,1.0
1.4573829531812727e-08,0.0,1.0
1.4597839135654263e-08,0.0,1.0
1.46218487394958e-08,0.0,1.0
1.4645858343337336e-08,0.0,1.0
1.4669867947178872e-08,0.0,1.0
1.4693877551020409e-08,0.0,1.0
1.4717887154861945e-08,0.0,1.0
1.4741896758703482e-08,0.0,1.0
1.4765906362545018e-08,0.0,1.0
1.4789915966386556e-08,0.0,1.0
1.4813925570228093e-08,0.0,1.0
1.483793517406963e-08,0.0,1.0
1.4861944777911166e-08,0.0,1.0
1.4885954381752702e-08,0.0,1.0
1.490996398559424e-08,0.0,1.0
1.4933973589435777e-08,0.0,1.0
1.4957983193277313e-08,0.0,1.0
1.498199279711885e-08,0.0,1.0
1.5006002400960386e-08,0.0,1.0
1.5030012004801923e-08,0.0,1.0
1.505402160864346e-08,0.0,1.0
1.5078031212484995e-08,0.0,1.0
1.5102040816326532e-08,0.0,1.0
1.5126050420168068e-08,0.0,1.0
1.5150060024009605e-08,0.0,1.0
1.517406962785114e-08,0.0,1.0
1.5198079231692678e-08,0.0,1.0
1.5222088835534214e-08,0.0,1.0
1.524609843937575e-08,0.0,1.0
1.5270108043217287e-08,0.0,1.0
1.5294117647058823e-08,0.0,1.0
1.531812725090036e-08,0.0,1.0
1.5342136854741896e-08,0.0,1.0
1.5366146458583433e-08,0.0,1.0
1.5390156062424973e-08,0.0,1.0
1.541416566626651e-08,0.0,1.0
1.5438175270108045e-08,0.0,1.0
1.5462184873949582e-08,0.0,1.0
1.548619447779112e-08,0.0,1.0
1.5510204081632655e-08,0.0,1.0
1.553421368547419e-08,0.0,1.0
1.5558223289315728e-08,0.0,1.0
1.5582232893157264e-08,0.0,1.0
1.56062424969988e-08,0.0,1.0
1.5630252100840337e-08,0.0,1.0
1.5654261704681873e-08,0.0,1.0
1.567827130852341e-08,0.0,1.0
1.5702280912364946e-08,0.0,1.0
1.5726290516206483e-08,0.0,1.0
1.575030012004802e-08,0.0,1.0
1.5774309723889556e-08,0.0,1.0
1.5798319327731092e-08,0.0,1.0
1.582232893157263e-08,0.0,1.0
1.584633853541417e-08,0.0,1.0
1.5870348139255705e-08,0.0,1.0
1.589435774309724e-08,0.0,1.0
1.5918367346938778e-08,0.0,1.0
1.5942376950780314e-08,0.0,1.0
1.596638655462185e-08,0.0,1.0
1.5990396158463387e-08,0.0,1.0
1.6014405762304924e-08,0.0,1.0
1.603841536614646e-08,0.0,1.0
1.6062424969987996e-08,0.0,1.0
1.6086434573829533e-08,0.0,1.0
1.611044417767107e-08,0.0,1.0
1.6134453781512606e-08,0.0,1.0
1.6158463385354142e-08,0.0,1.0
1.618247298919568e-08,0.0,1.0
1.6206482593037215e-08,0.0,1.0
1.623049219687875e-08,0.0,1.0
1.6254501800720288e-08,0.0,1.0
1.6278511404561824e-08,0.0,1.0
1.630252100840336e-08,0.0,1.0
1.63265306122449e-08,0.0,1.0
1.6350540216086437e-08,0.0,1.0
1.6374549819927974e-08,0.0,1.0
1.639855942376951e-08,0.0,1.0
1.6422569027611046e-08,0.0,1.0
1.6446578631452583e-08,0.0,1.0
1.647058823529412e-08,0.0,1.0
1.6494597839135656e-08,0.0,0.0
1.6518607442977192e-08,0.0,0.0
1.654261704681873e-08,0.0,0.0
1.6566626650660265e-08,0.0,0.0
1.65906362545018e-08,0.0,0.0
1.6614645858343338e-08,0.0,0.0
1.6638655462184874e-08,0.0,0.0
1.666266506602641e-08,0.0,0.0
1.6686674669867947e-08,0.0,0.0
1.6710684273709484e-08,0.0,0.0
1.673469387755102e-08,0.0,0.0
1.6758703481392557e-08,0.0,0.0
1.6782713085234093e-08,0.0,0.0
1.6806722689075633e-08,0.0,0.0
1.683073229291717e-08,0.0,0.0
1.6854741896758706e-08,0.0,0.0
