Temps (s),CH1 (V),CH3 (V)
1.716686674669868e-07,5.0,3.0
1.7190876350540216e-07,4.0,3.0
1.7214885954381753e-07,3.0,2.0
1.723889555822329e-07,2.0,3.0
1.7262905162064825e-07,2.0,3.0
1.7286914765906362e-07,3.0,4.0
1.7310924369747898e-07,3.0,5.0
1.7334933973589435e-07,3.0,4.0
1.735894357743097e-07,4.0,3.0
1.7382953181272508e-07,4.0,2.0
1.7406962785114044e-07,4.0,2.0
1.743097238895558e-07,4.0,3.0
1.7454981992797117e-07,4.0,3.0
1.7478991596638656e-07,3.0,4.0
1.7503001200480193e-07,3.0,5.0
1.752701080432173e-07,3.0,4.0
1.7551020408163265e-07,3.0,4.0
1.7575030012004802e-07,3.0,3.0
1.7599039615846338e-07,3.0,4.0
1.7623049219687875e-07,3.0,4.0
1.764705882352941e-07,3.0,4.0
1.7671068427370948e-07,3.0,5.0
1.7695078031212484e-07,3.0,4.0
1.771908763505402e-07,3.0,4.0
1.7743097238895557e-07,3.0,4.0
1.7767106842737094e-07,4.0,4.0
1.779111644657863e-07,4.0,4.0
1.7815126050420166e-07,4.0,4.0
1.7839135654261703e-07,3.0,4.0
1.786314525810324e-07,3.0,4.0
1.7887154861944778e-07,3.0,4.0
1.7911164465786315e-07,2.0,4.0
1.793517406962785e-07,3.0,4.0
1.7959183673469388e-07,3.0,4.0
1.7983193277310924e-07,3.0,5.0
1.800720288115246e-07,4.0,5.0
1.8031212484993997e-07,3.0,5.0
1.8055222088835534e-07,3.0,4.0
1.807923169267707e-07,3.0,3.0
1.8103241296518606e-07,2.0,2.0
1.8127250900360143e-07,3.0,2.0
1.815126050420168e-07,3.0,3.0
1.8175270108043216e-07,3.0,3.0
1.8199279711884752e-07,4.0,3.0
1.822328931572629e-07,4.0,4.0
1.8247298919567828e-07,4.0,4.0
1.8271308523409364e-07,3.0,4.0
1.82953181272509e-07,3.0,4.0
1.8319327731092437e-07,3.0,4.0
1.8343337334933974e-07,3.0,5.0
1.836734693877551e-07,3.0,5.0
1.8391356542617046e-07,3.0,5.0
1.8415366146458583e-07,3.0,5.0
1.843937575030012e-07,3.0,5.0
1.8463385354141656e-07,3.0,4.0
1.8487394957983192e-07,3.0,4.0
1.851140456182473e-07,3.0,4.0
1.8535414165666265e-07,3.0,4.0
1.8559423769507802e-07,3.0,4.0
1.8583433373349338e-07,3.0,4.0
1.8607442977190875e-07,3.0,4.0
1.863145258103241e-07,3.0,4.0
1.865546218487395e-07,3.0,4.0
1.8679471788715486e-07,3.0,4.0
1.8703481392557023e-07,3.0,5.0
1.872749099639856e-07,3.0,5.0
1.8751500600240096e-07,2.0,5.0
1.8775510204081632e-07,2.0,5.0
1.879951980792317e-07,2.0,5.0
1.8823529411764705e-07,1.0,4.0
1.8847539015606242e-07,2.0,4.0
1.8871548619447778e-07,2.0,4.0
1.8895558223289315e-07,2.0,4.0
1.891956782713085e-07,2.0,4.0
1.8943577430972387e-07,2.0,4.0
1.8967587034813924e-07,2.0,4.0
1.899159663865546e-07,1.0,4.0
1.9015606242497e-07,2.0,4.0
1.9039615846338536e-07,2.0,4.0
1.9063625450180072e-07,2.0,4.0
1.908763505402161e-07,3.0,4.0
1.9111644657863145e-07,3.0,4.0
1.9135654261704682e-07,3.0,4.0
1.9159663865546218e-07,2.0,4.0
1.9183673469387755e-07,2.0,3.0
1.920768307322929e-07,2.0,3.0
1.9231692677070827e-07,1.0,3.0
1.9255702280912364e-07,2.0,3.0
1.92797118847539e-07,2.0,3.0
1.9303721488595437e-07,2.0,4.0
1.9327731092436973e-07,3.0,4.0
1.935174069627851e-07,3.0,4.0
1.9375750300120046e-07,3.0,4.0
1.9399759903961583e-07,4.0,4.0
1.9423769507803122e-07,4.0,5.0
1.9447779111644658e-07,4.0,5.0
1.9471788715486195e-07,3.0,6.0
1.949579831932773e-07,2.0,5.0
1.9519807923169267e-07,2.0,4.0
1.9543817527010804e-07,2.0,4.0
1.956782713085234e-07,3.0,4.0
1.9591836734693877e-07,3.0,4.0
1.9615846338535413e-07,3.0,4.0
1.963985594237695e-07,3.0,4.0
1.9663865546218486e-07,3.0,4.0
1.9687875150060023e-07,3.0,4.0
1.971188475390156e-07,3.0,5.0
1.9735894357743096e-07,3.0,5.0
1.9759903961584632e-07,2.0,5.0
1.978391356542617e-07,2.0,5.0
1.9807923169267708e-07,2.0,5.0
1.9831932773109244e-07,2.0,5.0
1.985594237695078e-07,2.0,5.0
1.9879951980792317e-07,2.0,5.0
1.9903961584633853e-07,2.0,6.0
1.992797118847539e-07,2.0,6.0
1.9951980792316926e-07,2.0,6.0
1.9975990396158463e-07,2.0,5.0
2e-07,3.0,5.0
2.0024009603841536e-07,3.0,5.0
2.0048019207683072e-07,3.0,4.0
2.0072028811524608e-07,3.0,5.0
2.0096038415366145e-07,3.0,5.0
2.0120048019207681e-07,3.0,5.0
2.0144057623049218e-07,3.0,6.0
2.0168067226890754e-07,3.0,5.0
2.0192076830732293e-07,3.0,5.0
2.021608643457383e-07,3.0,4.0
2.0240096038415366e-07,3.0,4.0
2.0264105642256903e-07,3.0,4.0
2.028811524609844e-07,3.0,4.0
2.0312124849939976e-07,2.0,5.0
2.0336134453781512e-07,2.0,4.0
2.0360144057623048e-07,2.0,4.0
2.0384153661464585e-07,2.0,4.0
2.0408163265306121e-07,3.0,4.0
2.0432172869147658e-07,3.0,4.0
2.0456182472989194e-07,3.0,4.0
2.048019207683073e-07,3.0,4.0
2.0504201680672267e-07,3.0,4.0
2.0528211284513804e-07,4.0,4.0
2.0552220888355343e-07,3.0,5.0
2.057623049219688e-07,3.0,4.0
2.0600240096038416e-07,3.0,4.0
2.0624249699879952e-07,3.0,3.0
2.0648259303721488e-07,3.0,3.0
2.0672268907563025e-07,2.0,3.0
2.0696278511404561e-07,2.0,3.0
2.0720288115246098e-07,2.0,3.0
2.0744297719087634e-07,1.0,4.0
2.076830732292917e-07,2.0,4.0
2.0792316926770707e-07,2.0,4.0
2.0816326530612244e-07,2.0,4.0
2.084033613445378e-07,2.0,4.0
2.0864345738295317e-07,2.0,4.0
2.0888355342136853e-07,2.0,4.0
2.091236494597839e-07,1.0,4.0
2.0936374549819926e-07,2.0,4.0
2.0960384153661465e-07,2.0,4.0
2.0984393757503001e-07,2.0,3.0
2.1008403361344538e-07,3.0,3.0
2.1032412965186074e-07,3.0,3.0
2.105642256902761e-07,3.0,2.0
2.1080432172869147e-07,3.0,3.0
2.1104441776710684e-07,3.0,3.0
2.112845138055222e-07,3.0,3.0
2.1152460984393757e-07,3.0,4.0
2.1176470588235293e-07,3.0,4.0
2.120048019207683e-07,3.0,4.0
2.1224489795918366e-07,3.0,4.0
2.1248499399759902e-07,3.0,4.0
2.127250900360144e-07,3.0,4.0
2.1296518607442975e-07,3.0,4.0
2.1320528211284514e-07,2.0,4.0
2.134453781512605e-07,2.0,4.0
2.1368547418967587e-07,2.0,4.0
2.1392557022809124e-07,2.0,5.0
2.141656662665066e-07,2.0,4.0
2.1440576230492197e-07,2.0,4.0
2.1464585834333733e-07,2.0,4.0
2.148859543817527e-07,2.0,4.0
2.1512605042016806e-07,2.0,4.0
2.1536614645858342e-07,2.0,4.0
2.156062424969988e-07,3.0,4.0
2.1584633853541415e-07,3.0,3.0
2.1608643457382952e-07,3.0,2.0
2.1632653061224488e-07,3.0,0.0
2.1656662665066025e-07,3.0,-3.0
2.168067226890756e-07,2.0,-6.0
2.1704681872749098e-07,2.0,-11.0
2.1728691476590637e-07,2.0,-17.0
2.1752701080432173e-07,2.0,-24.0
2.177671068427371e-07,2.0,-31.0
2.1800720288115246e-07,3.0,-38.0
2.1824729891956782e-07,3.0,-45.0
2.184873949579832e-07,3.0,-52.0
2.1872749099639855e-07,3.0,-58.0
2.1896758703481392e-07,3.0,-64.0
2.1920768307322928e-07,2.0,-69.0
2.1944777911164465e-07,2.0,-71.0
2.1968787515006e-07,2.0,-72.0
2.1992797118847538e-07,2.0,-72.0
2.2016806722689074e-07,2.0,-72.0
2.204081632653061e-07,3.0,-71.0
2.2064825930372147e-07,3.0,-70.0
2.2088835534213686e-07,3.0,-69.0
2.2112845138055222e-07,3.0,-68.0
2.213685474189676e-07,3.0,-68.0
2.2160864345738295e-07,3.0,-67.0
2.2184873949579832e-07,3.0,-68.0
2.2208883553421368e-07,3.0,-68.0
2.2232893157262905e-07,3.0,-69.0
2.225690276110444e-07,3.0,-70.0
2.2280912364945978e-07,3.0,-71.0
2.2304921968787514e-07,3.0,-72.0
2.232893157262905e-07,3.0,-73.0
2.2352941176470587e-07,3.0,-73.0
2.2376950780312123e-07,3.0,-74.0
2.240096038415366e-07,3.0,-74.0
2.2424969987995196e-07,3.0,-74.0
2.2448979591836733e-07,3.0,-74.0
2.247298919567827e-07,2.0,-73.0
2.2496998799519808e-07,2.0,-73.0
2.2521008403361345e-07,2.0,-72.0
2.254501800720288e-07,2.0,-73.0
2.2569027611044418e-07,3.0,-74.0
2.2593037214885954e-07,2.0,-74.0
2.261704681872749e-07,2.0,-74.0
2.2641056422569027e-07,2.0,-74.0
2.2665066026410563e-07,1.0,-73.0
2.26890756302521e-07,2.0,-74.0
2.2713085234093636e-07,2.0,-74.0
2.2737094837935173e-07,2.0,-75.0
2.276110444177671e-07,2.0,-76.0
2.2785114045618246e-07,2.0,-77.0
2.2809123649459782e-07,2.0,-77.0
2.2833133253301319e-07,2.0,-77.0
2.2857142857142858e-07,2.0,-77.0
2.2881152460984394e-07,2.0,-77.0
2.290516206482593e-07,2.0,-76.0
2.2929171668667467e-07,2.0,-76.0
2.2953181272509003e-07,2.0,-75.0
2.297719087635054e-07,2.0,-75.0
2.3001200480192076e-07,3.0,-74.0
2.3025210084033613e-07,4.0,-74.0
2.304921968787515e-07,5.0,-75.0
2.3073229291716686e-07,5.0,-75.0
2.3097238895558222e-07,5.0,-76.0
2.3121248499399759e-07,4.0,-76.0
2.3145258103241295e-07,3.0,-76.0
2.3169267707082831e-07,3.0,-75.0
2.3193277310924368e-07,3.0,-74.0
2.3217286914765904e-07,3.0,-73.0
2.324129651860744e-07,4.0,-73.0
2.326530612244898e-07,3.0,-72.0
2.3289315726290516e-07,3.0,-73.0
2.3313325330132053e-07,2.0,-73.0
2.333733493397359e-07,2.0,-74.0
2.3361344537815126e-07,2.0,-73.0
2.3385354141656662e-07,2.0,-73.0
2.3409363745498199e-07,3.0,-73.0
2.3433373349339735e-07,2.0,-72.0
2.3457382953181271e-07,2.0,-73.0
2.3481392557022808e-07,1.0,-73.0
2.3505402160864344e-07,1.0,-73.0
2.352941176470588e-07,1.0,-73.0
2.3553421368547417e-07,1.0,-72.0
2.3577430972388954e-07,2.0,-73.0
2.360144057623049e-07,3.0,-73.0
2.362545018007203e-07,3.0,-73.0
2.3649459783913566e-07,3.0,-73.0
2.3673469387755102e-07,3.0,-72.0
2.3697478991596639e-07,3.0,-72.0
2.3721488595438175e-07,3.0,-71.0
2.3745498199279712e-07,3.0,-71.0
2.3769507803121248e-07,4.0,-72.0
2.3793517406962784e-07,3.0,-72.0
2.381752701080432e-07,3.0,-73.0
2.3841536614645857e-07,3.0,-73.0
2.3865546218487394e-07,3.0,-74.0
2.388955582232893e-07,4.0,-75.0
2.3913565426170467e-07,4.0,-75.0
2.3937575030012003e-07,4.0,-76.0
2.396158463385354e-07,3.0,-76.0
2.3985594237695076e-07,2.0,-75.0
2.400960384153661e-07,2.0,-75.0
2.403361344537815e-07,1.0,-74.0
2.4057623049219685e-07,2.0,-74.0
2.408163265306122e-07,2.0,-74.0
2.410564225690276e-07,2.0,-74.0
2.4129651860744295e-07,2.0,-74.0
2.415366146458583e-07,2.0,-73.0
2.417767106842737e-07,2.0,-74.0
2.420168067226891e-07,2.0,-74.0
2.4225690276110446e-07,2.0,-75.0
2.424969987995198e-07,3.0,-75.0
2.427370948379352e-07,3.0,-75.0
2.4297719087635055e-07,3.0,-75.0
2.432172869147659e-07,3.0,-75.0
2.434573829531813e-07,3.0,-74.0
2.4369747899159664e-07,3.0,-73.0
2.43937575030012e-07,2.0,-72.0
2.4417767106842737e-07,2.0,-72.0
2.4441776710684274e-07,2.0,-72.0
2.446578631452581e-07,2.0,-73.0
2.4489795918367347e-07,2.0,-73.0
2.4513805522208883e-07,2.0,-73.0
2.453781512605042e-07,2.0,-74.0
2.4561824729891956e-07,2.0,-74.0
2.458583433373349e-07,2.0,-74.0
2.460984393757503e-07,2.0,-75.0
2.4633853541416565e-07,2.0,-74.0
2.46578631452581e-07,2.0,-74.0
2.468187274909964e-07,3.0,-74.0
2.4705882352941175e-07,3.0,-74.0
2.472989195678271e-07,3.0,-74.0
2.475390156062425e-07,2.0,-74.0
2.4777911164465784e-07,2.0,-74.0
2.480192076830732e-07,2.0,-74.0
2.4825930372148857e-07,1.0,-74.0
2.4849939975990393e-07,2.0,-74.0
2.487394957983193e-07,2.0,-74.0
2.4897959183673466e-07,2.0,-75.0
2.4921968787515003e-07,2.0,-74.0
2.494597839135654e-07,2.0,-74.0
2.4969987995198076e-07,2.0,-74.0
2.499399759903962e-07,2.0,-73.0
2.5018007202881154e-07,2.0,-73.0
2.504201680672269e-07,3.0,-72.0
2.5066026410564227e-07,3.0,-73.0
2.5090036014405763e-07,3.0,-74.0
2.51140456182473e-07,2.0,-74.0
2.5138055222088836e-07,2.0,-75.0
2.516206482593037e-07,2.0,-75.0
2.518607442977191e-07,2.0,-74.0
2.5210084033613445e-07,2.0,-73.0
2.523409363745498e-07,2.0,-72.0
2.525810324129652e-07,2.0,-72.0
2.5282112845138055e-07,2.0,-72.0
2.530612244897959e-07,2.0,-72.0
2.533013205282113e-07,3.0,-72.0
2.5354141656662664e-07,3.0,-72.0
2.53781512605042e-07,3.0,-73.0
2.5402160864345737e-07,3.0,-73.0
2.5426170468187273e-07,3.0,-74.0
2.545018007202881e-07,3.0,-74.0
2.5474189675870346e-07,2.0,-74.0
2.5498199279711883e-07,2.0,-74.0
2.552220888355342e-07,2.0,-74.0
2.5546218487394956e-07,2.0,-73.0
2.557022809123649e-07,2.0,-73.0
2.559423769507803e-07,2.0,-73.0
2.5618247298919565e-07,2.0,-73.0
2.56422569027611e-07,2.0,-73.0
2.566626650660264e-07,2.0,-73.0
2.5690276110444174e-07,2.0,-73.0
2.571428571428571e-07,2.0,-73.0
2.573829531812725e-07,2.0,-74.0
2.576230492196879e-07,3.0,-73.0
2.5786314525810325e-07,3.0,-73.0
2.581032412965186e-07,3.0,-73.0
2.58343337334934e-07,2.0,-72.0
2.5858343337334935e-07,2.0,-72.0
2.588235294117647e-07,2.0,-72.0
2.590636254501801e-07,2.0,-73.0
2.5930372148859544e-07,3.0,-73.0
2.595438175270108e-07,2.0,-73.0
2.5978391356542617e-07,2.0,-73.0
2.6002400960384154e-07,2.0,-73.0
2.602641056422569e-07,1.0,-73.0
2.6050420168067226e-07,2.0,-73.0
2.6074429771908763e-07,2.0,-73.0
2.60984393757503e-07,2.0,-74.0
2.6122448979591836e-07,2.0,-73.0
2.614645858343337e-07,2.0,-73.0
2.617046818727491e-07,2.0,-73.0
2.6194477791116445e-07,1.0,-72.0
2.621848739495798e-07,1.0,-72.0
2.624249699879952e-07,2.0,-71.0
2.6266506602641054e-07,3.0,-72.0
2.629051620648259e-07,4.0,-72.0
2.631452581032413e-07,4.0,-72.0
2.6338535414165664e-07,4.0,-72.0
2.63625450180072e-07,3.0,-72.0
2.6386554621848737e-07,2.0,-72.0
2.6410564225690273e-07,2.0,-72.0
2.643457382953181e-07,2.0,-72.0
2.6458583433373346e-07,2.0,-72.0
2.648259303721488e-07,1.0,-72.0
2.650660264105642e-07,1.0,-72.0
2.653061224489796e-07,1.0,-72.0
2.6554621848739497e-07,0.0,-72.0
2.6578631452581034e-07,1.0,-73.0
2.660264105642257e-07,1.0,-73.0
2.6626650660264106e-07,1.0,-73.0
2.6650660264105643e-07,2.0,-73.0
2.667466986794718e-07,2.0,-72.0
2.6698679471788716e-07,2.0,-72.0
2.672268907563025e-07,2.0,-72.0
2.674669867947179e-07,2.0,-71.0
2.6770708283313325e-07,2.0,-71.0
2.679471788715486e-07,2.0,-70.0
2.68187274909964e-07,2.0,-69.0
2.6842737094837935e-07,3.0,-67.0
2.686674669867947e-07,3.0,-66.0
2.689075630252101e-07,3.0,-64.0
2.6914765906362544e-07,3.0,-61.0
2.693877551020408e-07,3.0,-58.0
2.6962785114045617e-07,4.0,-54.0
2.6986794717887153e-07,4.0,-49.0
2.701080432172869e-07,4.0,-43.0
2.7034813925570226e-07,3.0,-36.0
2.705882352941176e-07,2.0,-31.0
2.70828331332533e-07,2.0,-26.0
2.7106842737094835e-07,2.0,-21.0
2.713085234093637e-07,3.0,-15.0
2.715486194477791e-07,3.0,-10.0
2.7178871548619445e-07,3.0,-7.0
2.720288115246098e-07,2.0,-4.0
2.722689075630252e-07,2.0,-3.0
2.7250900360144054e-07,2.0,-2.0
2.7274909963985596e-07,1.0,-2.0
2.729891956782713e-07,1.0,-3.0
2.732292917166867e-07,1.0,-3.0
2.7346938775510205e-07,1.0,-4.0
2.737094837935174e-07,2.0,-5.0
2.739495798319328e-07,2.0,-5.0
2.7418967587034815e-07,2.0,-6.0
2.744297719087635e-07,2.0,-7.0
2.746698679471789e-07,2.0,-7.0
2.7490996398559424e-07,3.0,-7.0
2.751500600240096e-07,3.0,-6.0
2.7539015606242497e-07,3.0,-5.0
2.7563025210084033e-07,3.0,-5.0
2.758703481392557e-07,3.0,-4.0
2.7611044417767106e-07,3.0,-5.0
2.763505402160864e-07,3.0,-5.0
2.765906362545018e-07,3.0,-6.0
2.7683073229291715e-07,3.0,-6.0
2.770708283313325e-07,3.0,-7.0
2.773109243697479e-07,3.0,-7.0
2.7755102040816325e-07,3.0,-7.0
2.777911164465786e-07,3.0,-8.0
2.78031212484994e-07,2.0,-9.0
2.7827130852340934e-07,2.0,-10.0
2.785114045618247e-07,2.0,-10.0
2.7875150060024007e-07,1.0,-9.0
2.7899159663865544e-07,1.0,-9.0
2.792316926770708e-07,1.0,-7.0
2.7947178871548616e-07,1.0,-5.0
2.7971188475390153e-07,2.0,-3.0
2.799519807923169e-07,2.0,-1.0
2.8019207683073226e-07,2.0,0.0
2.804321728691476e-07,2.0,1.0
2.8067226890756304e-07,2.0,2.0
2.809123649459784e-07,2.0,2.0
2.8115246098439377e-07,2.0,3.0
2.8139255702280913e-07,2.0,4.0
2.816326530612245e-07,2.0,5.0
2.8187274909963986e-07,2.0,6.0
2.8211284513805523e-07,2.0,6.0
2.823529411764706e-07,2.0,7.0
2.8259303721488596e-07,2.0,7.0
2.828331332533013e-07,2.0,7.0
2.830732292917167e-07,2.0,8.0
2.8331332533013205e-07,2.0,8.0
2.835534213685474e-07,2.0,8.0
2.837935174069628e-07,2.0,8.0
2.8403361344537814e-07,2.0,8.0
2.842737094837935e-07,2.0,9.0
2.8451380552220887e-07,3.0,9.0
2.8475390156062424e-07,3.0,10.0
2.849939975990396e-07,3.0,9.0
2.8523409363745496e-07,3.0,9.0
2.8547418967587033e-07,3.0,8.0
2.857142857142857e-07,3.0,8.0
2.8595438175270106e-07,2.0,8.0
2.861944777911164e-07,2.0,7.0
2.864345738295318e-07,2.0,7.0
2.8667466986794715e-07,2.0,6.0
2.869147659063625e-07,2.0,6.0
2.871548619447779e-07,2.0,6.0
2.8739495798319325e-07,2.0,5.0
2.876350540216086e-07,2.0,6.0
2.87875150060024e-07,2.0,6.0
2.881152460984394e-07,2.0,6.0
2.8835534213685476e-07,2.0,7.0
2.885954381752701e-07,2.0,7.0
2.888355342136855e-07,2.0,7.0
2.8907563025210085e-07,2.0,8.0
2.893157262905162e-07,2.0,9.0
2.895558223289316e-07,2.0,10.0
2.8979591836734694e-07,2.0,10.0
2.900360144057623e-07,2.0,10.0
2.9027611044417767e-07,2.0,10.0
2.9051620648259304e-07,3.0,10.0
2.907563025210084e-07,2.0,10.0
2.9099639855942377e-07,2.0,10.0
2.9123649459783913e-07,1.0,10.0
2.914765906362545e-07,1.0,11.0
2.9171668667466986e-07,2.0,11.0
2.919567827130852e-07,2.0,12.0
2.921968787515006e-07,3.0,11.0
2.9243697478991595e-07,4.0,10.0
2.926770708283313e-07,4.0,10.0
2.929171668667467e-07,4.0,10.0
2.9315726290516205e-07,3.0,10.0
2.933973589435774e-07,3.0,9.0
2.936374549819928e-07,3.0,10.0
2.9387755102040814e-07,3.0,10.0
2.941176470588235e-07,3.0,11.0
2.9435774309723887e-07,2.0,12.0
2.9459783913565423e-07,2.0,12.0
2.948379351740696e-07,2.0,12.0
2.9507803121248496e-07,1.0,11.0
2.953181272509003e-07,2.0,11.0
2.955582232893157e-07,2.0,11.0
2.9579831932773106e-07,2.0,11.0
2.9603841536614647e-07,3.0,11.0
2.9627851140456184e-07,3.0,12.0
2.965186074429772e-07,4.0,12.0
2.9675870348139257e-07,4.0,12.0
2.9699879951980793e-07,4.0,12.0
2.972388955582233e-07,3.0,12.0
2.9747899159663866e-07,2.0,12.0
2.97719087635054e-07,2.0,12.0
2.979591836734694e-07,2.0,13.0
2.9819927971188475e-07,2.0,13.0
2.984393757503001e-07,3.0,13.0
2.986794717887155e-07,3.0,12.0
2.9891956782713085e-07,4.0,12.0
2.991596638655462e-07,4.0,12.0
2.993997599039616e-07,4.0,11.0
2.9963985594237694e-07,3.0,12.0
2.998799519807923e-07,3.0,12.0
3.0012004801920767e-07,3.0,12.0
3.0036014405762303e-07,3.0,13.0
3.006002400960384e-07,3.0,13.0
3.0084033613445376e-07,3.0,14.0
3.0108043217286913e-07,3.0,14.0
3.013205282112845e-07,3.0,13.0
3.0156062424969986e-07,3.0,13.0
3.018007202881152e-07,3.0,12.0
3.020408163265306e-07,4.0,12.0
3.0228091236494595e-07,4.0,12.0
3.025210084033613e-07,4.0,12.0
3.027611044417767e-07,3.0,13.0
3.0300120048019204e-07,3.0,13.0
3.032412965186074e-07,2.0,14.0
3.034813925570228e-07,2.0,15.0
3.037214885954382e-07,3.0,15.0
3.0396158463385355e-07,3.0,15.0
3.042016806722689e-07,4.0,14.0
3.044417767106843e-07,5.0,14.0
3.0468187274909965e-07,4.0,13.0
3.04921968787515e-07,4.0,13.0
3.051620648259304e-07,3.0,13.0
3.0540216086434574e-07,3.0,12.0
3.056422569027611e-07,3.0,13.0
3.0588235294117647e-07,3.0,13.0
3.0612244897959183e-07,3.0,13.0
3.063625450180072e-07,2.0,14.0
3.0660264105642256e-07,2.0,14.0
3.0684273709483793e-07,2.0,14.0
3.070828331332533e-07,2.0,13.0
3.0732292917166866e-07,2.0,13.0
3.07563025210084e-07,1.0,13.0
3.078031212484994e-07,1.0,13.0
3.0804321728691475e-07,0.0,13.0
3.082833133253301e-07,0.0,13.0
3.085234093637455e-07,1.0,13.0
3.0876350540216084e-07,1.0,13.0
3.090036014405762e-07,2.0,13.0
3.0924369747899157e-07,3.0,13.0
3.0948379351740694e-07,3.0,14.0
3.097238895558223e-07,3.0,14.0
3.0996398559423767e-07,3.0,14.0
3.1020408163265303e-07,3.0,14.0
3.104441776710684e-07,2.0,14.0
3.1068427370948376e-07,2.0,14.0
3.109243697478991e-07,2.0,14.0
3.111644657863145e-07,1.0,14.0
3.114045618247299e-07,2.0,14.0
3.1164465786314527e-07,2.0,14.0
3.1188475390156063e-07,2.0,15.0
3.12124849939976e-07,3.0,15.0
3.1236494597839136e-07,3.0,15.0
3.1260504201680673e-07,3.0,14.0
3.128451380552221e-07,3.0,14.0
3.1308523409363746e-07,3.0,14.0
3.133253301320528e-07,3.0,14.0
3.135654261704682e-07,2.0,14.0
3.1380552220888355e-07,2.0,13.0
3.140456182472989e-07,2.0,13.0
3.142857142857143e-07,2.0,13.0
3.1452581032412964e-07,3.0,12.0
3.14765906362545e-07,3.0,13.0
3.1500600240096037e-07,3.0,13.0
3.1524609843937574e-07,2.0,13.0
3.154861944777911e-07,2.0,14.0
3.1572629051620647e-07,2.0,14.0
3.1596638655462183e-07,2.0,14.0
3.162064825930372e-07,2.0,14.0
3.1644657863145256e-07,2.0,14.0
3.166866746698679e-07,2.0,14.0
3.169267707082833e-07,2.0,14.0
3.1716686674669865e-07,2.0,15.0
3.17406962785114e-07,2.0,15.0
3.176470588235294e-07,2.0,15.0
3.1788715486194475e-07,2.0,15.0
3.181272509003601e-07,3.0,15.0
3.183673469387755e-07,3.0,15.0
3.1860744297719084e-07,3.0,14.0
3.1884753901560626e-07,3.0,14.0
3.190876350540216e-07,3.0,14.0
3.19327731092437e-07,3.0,14.0
3.1956782713085235e-07,3.0,15.0
3.198079231692677e-07,3.0,15.0
3.200480192076831e-07,2.0,15.0
3.2028811524609844e-07,2.0,14.0
3.205282112845138e-07,2.0,14.0
3.2076830732292917e-07,1.0,14.0
3.2100840336134454e-07,1.0,14.0
3.212484993997599e-07,2.0,14.0
3.2148859543817527e-07,3.0,13.0
3.2172869147659063e-07,4.0,13.0
3.21968787515006e-07,3.0,13.0
3.2220888355342136e-07,3.0,12.0
3.224489795918367e-07,2.0,12.0
3.226890756302521e-07,2.0,12.0
3.2292917166866745e-07,2.0,13.0
3.231692677070828e-07,2.0,14.0
3.234093637454982e-07,2.0,14.0
3.2364945978391355e-07,3.0,14.0
3.238895558223289e-07,3.0,14.0
3.241296518607443e-07,3.0,14.0
3.2436974789915964e-07,3.0,15.0
3.24609843937575e-07,3.0,14.0
3.2484993997599037e-07,2.0,13.0
3.2509003601440573e-07,2.0,12.0
3.253301320528211e-07,2.0,12.0
3.2557022809123646e-07,2.0,12.0
3.2581032412965183e-07,2.0,12.0
3.260504201680672e-07,3.0,12.0
3.2629051620648256e-07,3.0,13.0
3.265306122448979e-07,3.0,13.0
3.2677070828331334e-07,3.0,13.0
3.270108043217287e-07,3.0,13.0
3.2725090036014407e-07,3.0,13.0
3.2749099639855943e-07,3.0,13.0
3.277310924369748e-07,3.0,13.0
3.2797118847539016e-07,2.0,13.0
3.282112845138055e-07,2.0,13.0
3.284513805522209e-07,2.0,13.0
3.2869147659063625e-07,2.0,13.0
3.289315726290516e-07,3.0,13.0
3.29171668667467e-07,3.0,13.0
3.2941176470588235e-07,3.0,12.0
3.296518607442977e-07,3.0,12.0
3.298919567827131e-07,3.0,12.0
3.3013205282112844e-07,3.0,12.0
3.303721488595438e-07,3.0,13.0
3.3061224489795917e-07,3.0,13.0
3.3085234093637453e-07,3.0,13.0
3.310924369747899e-07,3.0,12.0
3.3133253301320526e-07,4.0,12.0
3.3157262905162063e-07,4.0,12.0
3.31812725090036e-07,4.0,12.0
3.3205282112845136e-07,4.0,12.0
3.322929171668667e-07,4.0,11.0
3.325330132052821e-07,4.0,11.0
3.3277310924369745e-07,4.0,11.0
3.330132052821128e-07,4.0,11.0
3.332533013205282e-07,3.0,11.0
3.3349339735894354e-07,3.0,12.0
3.337334933973589e-07,3.0,12.0
3.3397358943577427e-07,3.0,12.0
3.342136854741897e-07,3.0,11.0
3.3445378151260505e-07,3.0,11.0
3.346938775510204e-07,3.0,11.0
3.349339735894358e-07,3.0,10.0
3.3517406962785115e-07,2.0,11.0
3.354141656662665e-07,2.0,11.0
3.356542617046819e-07,2.0,11.0
3.3589435774309724e-07,2.0,12.0
3.361344537815126e-07,2.0,12.0
3.3637454981992797e-07,2.0,12.0
3.3661464585834333e-07,2.0,11.0
3.368547418967587e-07,2.0,11.0
3.3709483793517406e-07,2.0,10.0
3.3733493397358943e-07,3.0,10.0
3.375750300120048e-07,3.0,10.0
3.3781512605042016e-07,4.0,10.0
3.380552220888355e-07,4.0,10.0
3.382953181272509e-07,3.0,10.0
3.3853541416566625e-07,3.0,10.0
3.387755102040816e-07,2.0,10.0
3.39015606242497e-07,2.0,10.0
3.3925570228091234e-07,2.0,10.0
3.394957983193277e-07,3.0,10.0
3.3973589435774307e-07,4.0,10.0
