Temps (s),CH1 (V),CH3 (V)
9.291716686674669e-08,3.0,5.0
9.315726290516205e-08,3.0,5.0
9.339735894357743e-08,3.0,5.0
9.36374549819928e-08,4.0,5.0
9.387755102040816e-08,3.0,5.0
9.411764705882353e-08,3.0,4.0
9.435774309723889e-08,3.0,4.0
9.459783913565425e-08,3.0,3.0
9.483793517406962e-08,4.0,3.0
9.5078031212485e-08,3.0,3.0
9.531812725090036e-08,3.0,3.0
9.555822328931573e-08,2.0,3.0
9.579831932773109e-08,2.0,4.0
9.603841536614646e-08,2.0,4.0
9.627851140456182e-08,2.0,5.0
9.651860744297718e-08,2.0,5.0
9.675870348139255e-08,3.0,5.0
9.699879951980791e-08,3.0,4.0
9.723889555822329e-08,3.0,4.0
9.747899159663866e-08,2.0,4.0
9.771908763505402e-08,2.0,4.0
9.795918367346938e-08,2.0,4.0
9.819927971188475e-08,2.0,5.0
9.843937575030011e-08,3.0,5.0
9.867947178871548e-08,3.0,5.0
9.891956782713086e-08,3.0,5.0
9.915966386554622e-08,3.0,5.0
9.939975990396158e-08,3.0,5.0
9.963985594237695e-08,3.0,5.0
9.987995198079231e-08,3.0,6.0
1.0012004801920768e-07,3.0,5.0
1.0036014405762304e-07,3.0,5.0
1.0060024009603841e-07,3.0,4.0
1.0084033613445377e-07,3.0,4.0
1.0108043217286915e-07,3.0,4.0
1.0132052821128451e-07,3.0,4.0
1.0156062424969988e-07,3.0,4.0
1.0180072028811524e-07,3.0,4.0
1.0204081632653061e-07,3.0,4.0
1.0228091236494597e-07,3.0,4.0
1.0252100840336134e-07,3.0,4.0
1.0276110444177671e-07,3.0,4.0
1.0300120048019208e-07,3.0,5.0
1.0324129651860744e-07,3.0,5.0
1.0348139255702281e-07,3.0,5.0
1.0372148859543817e-07,3.0,4.0
1.0396158463385354e-07,3.0,4.0
1.042016806722689e-07,3.0,4.0
1.0444177671068426e-07,3.0,4.0
1.0468187274909963e-07,3.0,5.0
1.0492196878751501e-07,3.0,4.0
1.0516206482593037e-07,3.0,3.0
1.0540216086434574e-07,3.0,2.0
1.056422569027611e-07,3.0,2.0
1.0588235294117647e-07,2.0,3.0
1.0612244897959183e-07,2.0,3.0
1.063625450180072e-07,2.0,4.0
1.0660264105642257e-07,1.0,5.0
1.0684273709483794e-07,2.0,4.0
1.070828331332533e-07,2.0,4.0
1.0732292917166867e-07,2.0,4.0
1.0756302521008403e-07,3.0,4.0
1.078031212484994e-07,3.0,4.0
1.0804321728691476e-07,3.0,4.0
1.0828331332533012e-07,2.0,4.0
1.0852340936374549e-07,2.0,4.0
1.0876350540216087e-07,1.0,4.0
1.0900360144057623e-07,1.0,5.0
1.092436974789916e-07,1.0,5.0
1.0948379351740696e-07,1.0,6.0
1.0972388955582232e-07,2.0,5.0
1.0996398559423769e-07,3.0,5.0
1.1020408163265305e-07,2.0,4.0
1.1044417767106843e-07,2.0,4.0
1.106842737094838e-07,1.0,4.0
1.1092436974789916e-07,2.0,4.0
1.1116446578631452e-07,2.0,4.0
1.1140456182472989e-07,2.0,5.0
1.1164465786314525e-07,3.0,5.0
1.1188475390156062e-07,3.0,5.0
1.1212484993997598e-07,3.0,4.0
1.1236494597839135e-07,2.0,4.0
1.1260504201680672e-07,2.0,4.0
1.1284513805522209e-07,2.0,4.0
1.1308523409363745e-07,2.0,5.0
1.1332533013205282e-07,2.0,5.0
1.1356542617046818e-07,3.0,5.0
1.1380552220888355e-07,3.0,4.0
1.1404561824729891e-07,3.0,4.0
1.1428571428571429e-07,2.0,4.0
1.1452581032412965e-07,2.0,4.0
1.1476590636254502e-07,2.0,4.0
1.1500600240096038e-07,2.0,4.0
1.1524609843937575e-07,2.0,4.0
1.1548619447779111e-07,2.0,4.0
1.1572629051620648e-07,2.0,4.0
1.1596638655462184e-07,2.0,4.0
1.162064825930372e-07,2.0,5.0
1.1644657863145258e-07,2.0,5.0
1.1668667466986795e-07,2.0,5.0
1.1692677070828331e-07,2.0,5.0
1.1716686674669868e-07,3.0,5.0
1.1740696278511404e-07,3.0,5.0
1.176470588235294e-07,3.0,5.0
1.1788715486194477e-07,3.0,5.0
1.1812725090036015e-07,3.0,4.0
1.1836734693877551e-07,4.0,4.0
1.1860744297719088e-07,4.0,4.0
1.1884753901560624e-07,4.0,4.0
1.190876350540216e-07,3.0,5.0
1.1932773109243697e-07,2.0,4.0
1.1956782713085233e-07,2.0,4.0
1.198079231692677e-07,2.0,3.0
1.2004801920768306e-07,3.0,3.0
1.2028811524609843e-07,3.0,3.0
1.205282112845138e-07,3.0,3.0
1.2076830732292916e-07,2.0,3.0
1.2100840336134455e-07,2.0,3.0
1.212484993997599e-07,2.0,3.0
1.2148859543817528e-07,2.0,3.0
1.2172869147659064e-07,2.0,2.0
1.21968787515006e-07,2.0,3.0
1.2220888355342137e-07,2.0,3.0
1.2244897959183673e-07,2.0,3.0
1.226890756302521e-07,2.0,4.0
1.2292917166866746e-07,2.0,4.0
1.2316926770708283e-07,2.0,4.0
1.234093637454982e-07,2.0,3.0
1.2364945978391356e-07,2.0,2.0
1.2388955582232892e-07,2.0,2.0
1.2412965186074428e-07,2.0,1.0
1.2436974789915965e-07,2.0,1.0
1.2460984393757501e-07,2.0,2.0
1.2484993997599038e-07,3.0,2.0
1.2509003601440577e-07,3.0,3.0
1.2533013205282113e-07,3.0,3.0
1.255702280912365e-07,3.0,4.0
1.2581032412965186e-07,3.0,5.0
1.2605042016806723e-07,3.0,5.0
1.262905162064826e-07,3.0,5.0
1.2653061224489796e-07,3.0,4.0
1.2677070828331332e-07,4.0,3.0
1.2701080432172869e-07,4.0,3.0
1.2725090036014405e-07,4.0,3.0
1.2749099639855941e-07,3.0,4.0
1.2773109243697478e-07,3.0,4.0
1.2797118847539014e-07,2.0,5.0
1.282112845138055e-07,2.0,4.0
1.2845138055222087e-07,2.0,4.0
1.2869147659063626e-07,1.0,4.0
1.2893157262905163e-07,2.0,4.0
1.29171668667467e-07,2.0,4.0
1.2941176470588236e-07,2.0,3.0
1.2965186074429772e-07,3.0,3.0
1.2989195678271309e-07,2.0,3.0
1.3013205282112845e-07,2.0,3.0
1.3037214885954381e-07,2.0,3.0
1.3061224489795918e-07,2.0,4.0
1.3085234093637454e-07,3.0,4.0
1.310924369747899e-07,2.0,4.0
1.3133253301320527e-07,2.0,4.0
1.3157262905162064e-07,2.0,4.0
1.31812725090036e-07,2.0,4.0
1.3205282112845137e-07,3.0,4.0
1.3229291716686673e-07,2.0,4.0
1.325330132052821e-07,2.0,3.0
1.3277310924369749e-07,2.0,3.0
1.3301320528211285e-07,1.0,2.0
1.3325330132052821e-07,2.0,2.0
1.3349339735894358e-07,2.0,3.0
1.3373349339735894e-07,2.0,3.0
1.339735894357743e-07,3.0,4.0
1.3421368547418967e-07,3.0,5.0
1.3445378151260504e-07,3.0,5.0
1.346938775510204e-07,3.0,5.0
1.3493397358943577e-07,3.0,5.0
1.3517406962785113e-07,4.0,5.0
1.354141656662665e-07,4.0,4.0
1.3565426170468186e-07,4.0,4.0
1.3589435774309722e-07,3.0,4.0
1.361344537815126e-07,3.0,4.0
1.3637454981992798e-07,3.0,4.0
1.3661464585834334e-07,3.0,4.0
1.368547418967587e-07,3.0,4.0
1.3709483793517407e-07,2.0,4.0
1.3733493397358944e-07,2.0,4.0
1.375750300120048e-07,2.0,4.0
1.3781512605042017e-07,2.0,4.0
1.3805522208883553e-07,3.0,4.0
1.382953181272509e-07,3.0,5.0
1.3853541416566626e-07,3.0,5.0
1.3877551020408162e-07,3.0,5.0
1.39015606242497e-07,3.0,6.0
1.3925570228091235e-07,3.0,6.0
1.3949579831932772e-07,2.0,6.0
1.3973589435774308e-07,2.0,5.0
1.3997599039615845e-07,2.0,5.0
1.402160864345738e-07,2.0,4.0
1.404561824729892e-07,3.0,4.0
1.4069627851140457e-07,2.0,4.0
1.4093637454981993e-07,2.0,4.0
1.411764705882353e-07,2.0,4.0
1.4141656662665066e-07,2.0,4.0
1.4165666266506602e-07,3.0,4.0
1.418967587034814e-07,3.0,4.0
1.4213685474189675e-07,3.0,4.0
1.4237695078031212e-07,2.0,4.0
1.4261704681872748e-07,1.0,5.0
1.4285714285714285e-07,1.0,5.0
1.430972388955582e-07,1.0,5.0
1.4333733493397358e-07,1.0,5.0
1.4357743097238894e-07,2.0,5.0
1.438175270108043e-07,2.0,5.0
1.440576230492197e-07,2.0,5.0
1.4429771908763506e-07,2.0,5.0
1.4453781512605042e-07,2.0,5.0
1.447779111644658e-07,2.0,5.0
1.4501800720288115e-07,2.0,5.0
1.4525810324129652e-07,2.0,5.0
1.4549819927971188e-07,2.0,5.0
1.4573829531812725e-07,2.0,5.0
1.459783913565426e-07,2.0,5.0
1.4621848739495798e-07,2.0,5.0
1.4645858343337334e-07,2.0,5.0
1.466986794717887e-07,2.0,5.0
1.4693877551020407e-07,2.0,4.0
1.4717887154861943e-07,2.0,4.0
1.474189675870348e-07,2.0,4.0
1.4765906362545016e-07,2.0,4.0
1.4789915966386553e-07,2.0,5.0
1.4813925570228092e-07,2.0,5.0
1.4837935174069628e-07,2.0,5.0
1.4861944777911165e-07,2.0,5.0
1.48859543817527e-07,2.0,5.0
1.4909963985594238e-07,2.0,5.0
1.4933973589435774e-07,2.0,5.0
1.495798319327731e-07,2.0,5.0
1.4981992797118847e-07,2.0,4.0
1.5006002400960383e-07,2.0,4.0
1.503001200480192e-07,1.0,4.0
1.5054021608643456e-07,1.0,4.0
1.5078031212484993e-07,2.0,4.0
1.510204081632653e-07,3.0,4.0
1.5126050420168066e-07,4.0,4.0
1.5150060024009602e-07,3.0,4.0
1.517406962785114e-07,2.0,4.0
1.5198079231692678e-07,1.0,4.0
1.5222088835534214e-07,1.0,4.0
1.524609843937575e-07,1.0,4.0
1.5270108043217287e-07,1.0,4.0
1.5294117647058823e-07,1.0,4.0
1.531812725090036e-07,2.0,4.0
1.5342136854741896e-07,2.0,3.0
1.5366146458583433e-07,3.0,3.0
1.539015606242497e-07,2.0,3.0
1.5414165666266506e-07,2.0,3.0
1.5438175270108042e-07,2.0,3.0
1.5462184873949579e-07,2.0,4.0
1.5486194477791115e-07,3.0,4.0
1.5510204081632651e-07,3.0,4.0
1.5534213685474188e-07,3.0,4.0
1.5558223289315724e-07,3.0,4.0
1.5582232893157263e-07,3.0,5.0
1.56062424969988e-07,4.0,5.0
1.5630252100840336e-07,4.0,6.0
1.5654261704681873e-07,4.0,5.0
1.567827130852341e-07,3.0,5.0
1.5702280912364946e-07,2.0,5.0
1.5726290516206482e-07,2.0,5.0
1.5750300120048019e-07,1.0,6.0
1.5774309723889555e-07,2.0,5.0
1.5798319327731092e-07,2.0,5.0
1.5822328931572628e-07,2.0,4.0
1.5846338535414164e-07,2.0,4.0
1.58703481392557e-07,2.0,4.0
1.5894357743097237e-07,2.0,4.0
1.5918367346938774e-07,2.0,4.0
1.5942376950780313e-07,2.0,3.0
1.596638655462185e-07,2.0,3.0
1.5990396158463386e-07,1.0,3.0
1.6014405762304922e-07,2.0,3.0
1.6038415366146459e-07,2.0,3.0
1.6062424969987995e-07,2.0,4.0
1.6086434573829532e-07,3.0,4.0
1.6110444177671068e-07,3.0,4.0
1.6134453781512604e-07,3.0,4.0
1.615846338535414e-07,4.0,4.0
1.6182472989195677e-07,4.0,4.0
1.6206482593037214e-07,4.0,4.0
1.623049219687875e-07,3.0,4.0
1.6254501800720287e-07,2.0,4.0
1.6278511404561823e-07,2.0,5.0
1.630252100840336e-07,2.0,4.0
1.6326530612244896e-07,3.0,3.0
1.6350540216086435e-07,3.0,3.0
1.6374549819927972e-07,3.0,3.0
1.6398559423769508e-07,3.0,4.0
1.6422569027611044e-07,3.0,5.0
1.644657863145258e-07,3.0,5.0
1.6470588235294117e-07,3.0,5.0
1.6494597839135654e-07,3.0,4.0
1.651860744297719e-07,3.0,4.0
1.6542617046818727e-07,3.0,4.0
1.6566626650660263e-07,3.0,4.0
1.65906362545018e-07,3.0,5.0
1.6614645858343336e-07,3.0,4.0
1.6638655462184873e-07,2.0,4.0
1.666266506602641e-07,2.0,4.0
1.6686674669867945e-07,2.0,4.0
1.6710684273709484e-07,2.0,4.0
1.673469387755102e-07,2.0,3.0
1.6758703481392557e-07,2.0,3.0
1.6782713085234094e-07,2.0,3.0
1.680672268907563e-07,2.0,3.0
1.6830732292917167e-07,2.0,4.0
1.6854741896758703e-07,2.0,4.0
1.687875150060024e-07,2.0,5.0
1.6902761104441776e-07,2.0,4.0
1.6926770708283313e-07,3.0,4.0
1.695078031212485e-07,3.0,4.0
1.6974789915966385e-07,4.0,4.0
1.6998799519807922e-07,3.0,4.0
1.7022809123649458e-07,3.0,5.0
1.7046818727490995e-07,3.0,5.0
1.707082833133253e-07,3.0,5.0
1.7094837935174068e-07,3.0,4.0
1.7118847539015607e-07,4.0,3.0
1.7142857142857143e-07,4.0,3.0
