Temps (s),CH2 (V),CH4 (V)
2.0888355342136856e-08,-1.0,33.0
2.093637454981993e-08,-1.0,33.0
2.0984393757503e-08,-1.0,33.0
2.1032412965186074e-08,-1.0,33.0
2.108043217286915e-08,-1.0,33.0
2.1128451380552223e-08,-1.0,33.0
2.1176470588235296e-08,-1.0,33.0
2.122448979591837e-08,-1.0,33.0
2.1272509003601442e-08,-1.0,33.0
2.1320528211284515e-08,-1.0,33.0
2.1368547418967588e-08,-1.0,33.0
2.141656662665066e-08,-1.0,33.0
2.1464585834333734e-08,-2.0,33.0
2.151260504201681e-08,-1.0,33.0
2.1560624249699883e-08,-1.0,33.0
2.1608643457382956e-08,-1.0,33.0
2.165666266506603e-08,-1.0,33.0
2.17046818727491e-08,-1.0,33.0
2.1752701080432174e-08,-1.0,33.0
2.1800720288115247e-08,-1.0,33.0
2.184873949579832e-08,-1.0,33.0
2.1896758703481393e-08,-1.0,33.0
2.1944777911164466e-08,-1.0,33.0
2.1992797118847542e-08,-1.0,33.0
2.2040816326530615e-08,-1.0,33.0
2.2088835534213688e-08,-1.0,33.0
2.213685474189676e-08,-1.0,33.0
2.2184873949579834e-08,-1.0,33.0
2.2232893157262907e-08,-1.0,33.0
2.228091236494598e-08,-1.0,33.0
2.2328931572629052e-08,-1.0,33.0
2.2376950780312125e-08,-1.0,33.0
2.2424969987995198e-08,-1.0,33.0
2.2472989195678274e-08,-1.0,33.0
2.2521008403361347e-08,-1.0,33.0
2.256902761104442e-08,-1.0,33.0
2.2617046818727493e-08,-1.0,33.0
2.2665066026410566e-08,-1.0,33.0
2.271308523409364e-08,-1.0,33.0
2.2761104441776712e-08,-1.0,33.0
2.2809123649459785e-08,-1.0,33.0
2.2857142857142858e-08,-1.0,33.0
2.290516206482593e-08,-1.0,33.0
2.2953181272509007e-08,-1.0,33.0
2.300120048019208e-08,-1.0,33.0
2.3049219687875153e-08,-1.0,33.0
2.3097238895558225e-08,-1.0,33.0
2.3145258103241298e-08,-1.0,33.0
2.319327731092437e-08,-1.0,33.0
2.3241296518607444e-08,-1.0,33.0
2.3289315726290517e-08,-1.0,33.0
2.333733493397359e-08,-1.0,33.0
2.3385354141656663e-08,-1.0,33.0
2.343337334933974e-08,-1.0,33.0
2.3481392557022812e-08,-1.0,33.0
2.3529411764705885e-08,-1.0,33.0
2.3577430972388958e-08,-1.0,33.0
2.362545018007203e-08,-1.0,33.0
2.3673469387755103e-08,-1.0,33.0
2.3721488595438176e-08,-1.0,33.0
2.376950780312125e-08,-1.0,33.0
2.3817527010804322e-08,-1.0,33.0
2.3865546218487395e-08,-1.0,33.0
2.391356542617047e-08,-1.0,33.0
2.3961584633853544e-08,-1.0,33.0
2.4009603841536617e-08,-1.0,33.0
2.405762304921969e-08,-1.0,33.0
2.4105642256902763e-08,-1.0,33.0
2.4153661464585836e-08,-1.0,33.0
2.420168067226891e-08,-1.0,33.0
2.424969987995198e-08,-1.0,33.0
2.4297719087635054e-08,-1.0,33.0
2.4345738295318127e-08,-1.0,33.0
2.4393757503001204e-08,-1.0,33.0
2.4441776710684276e-08,-1.0,33.0
2.448979591836735e-08,-1.0,33.0
2.4537815126050422e-08,-1.0,33.0
2.4585834333733495e-08,-1.0,33.0
2.4633853541416568e-08,-1.0,33.0
2.468187274909964e-08,-1.0,33.0
2.4729891956782714e-08,-1.0,33.0
2.4777911164465787e-08,-1.0,33.0
2.4825930372148863e-08,-1.0,33.0
2.4873949579831936e-08,-1.0,33.0
2.492196878751501e-08,-1.0,33.0
2.496998799519808e-08,-1.0,33.0
2.5018007202881155e-08,-1.0,33.0
2.5066026410564227e-08,-1.0,33.0
2.51140456182473e-08,-1.0,33.0
2.5162064825930373e-08,-1.0,33.0
2.5210084033613446e-08,-1.0,33.0
2.525810324129652e-08,-1.0,33.0
2.5306122448979595e-08,-1.0,33.0
2.5354141656662668e-08,-1.0,33.0
2.540216086434574e-08,-1.0,33.0
2.5450180072028814e-08,-1.0,33.0
2.5498199279711887e-08,-1.0,33.0
2.554621848739496e-08,-1.0,33.0
2.5594237695078033e-08,-1.0,33.0
2.5642256902761105e-08,-1.0,33.0
2.569027611044418e-08,-1.0,33.0
2.573829531812725e-08,-1.0,33.0
2.5786314525810327e-08,-1.0,33.0
2.58343337334934e-08,-1.0,33.0
2.5882352941176473e-08,-1.0,33.0
2.5930372148859546e-08,-1.0,33.0
2.597839135654262e-08,-1.0,33.0
2.6026410564225692e-08,-1.0,33.0
2.6074429771908765e-08,-1.0,33.0
2.6122448979591838e-08,-1.0,33.0
2.617046818727491e-08,-1.0,33.0
2.6218487394957984e-08,-1.0,33.0
2.626650660264106e-08,-1.0,33.0
2.6314525810324133e-08,-1.0,33.0
2.6362545018007206e-08,-1.0,33.0
2.641056422569028e-08,-1.0,33.0
2.645858343337335e-08,-1.0,33.0
2.6506602641056424e-08,-1.0,33.0
2.6554621848739497e-08,-1.0,33.0
2.660264105642257e-08,-1.0,33.0
2.6650660264105643e-08,-1.0,33.0
2.6698679471788716e-08,-1.0,33.0
2.6746698679471792e-08,-1.0,33.0
2.6794717887154865e-08,-1.0,33.0
2.6842737094837938e-08,-1.0,33.0
2.689075630252101e-08,-1.0,33.0
2.6938775510204084e-08,-1.0,33.0
2.6986794717887157e-08,-1.0,33.0
2.703481392557023e-08,-1.0,33.0
2.7082833133253302e-08,-1.0,33.0
2.7130852340936375e-08,-1.0,33.0
2.7178871548619448e-08,-1.0,33.0
2.7226890756302524e-08,-1.0,33.0
2.7274909963985597e-08,-1.0,33.0
2.732292917166867e-08,-1.0,33.0
2.7370948379351743e-08,-1.0,33.0
2.7418967587034816e-08,-1.0,33.0
2.746698679471789e-08,-1.0,33.0
2.7515006002400962e-08,-1.0,33.0
2.7563025210084035e-08,-1.0,33.0
2.7611044417767107e-08,-1.0,33.0
2.765906362545018e-08,-1.0,33.0
2.7707082833133257e-08,-1.0,33.0
2.775510204081633e-08,-1.0,33.0
2.7803121248499402e-08,-1.0,33.0
2.7851140456182475e-08,-1.0,33.0
2.7899159663865548e-08,-1.0,33.0
2.794717887154862e-08,-1.0,33.0
2.7995198079231694e-08,-1.0,33.0
2.8043217286914767e-08,-1.0,33.0
2.809123649459784e-08,-1.0,33.0
2.8139255702280916e-08,-1.0,33.0
2.818727490996399e-08,-1.0,33.0
2.8235294117647062e-08,-1.0,33.0
2.8283313325330135e-08,-1.0,33.0
2.8331332533013208e-08,-1.0,33.0
2.837935174069628e-08,-1.0,33.0
2.8427370948379353e-08,-1.0,33.0
2.8475390156062426e-08,-1.0,33.0
2.85234093637455e-08,-1.0,33.0
2.8571428571428572e-08,-1.0,33.0
2.8619447779111648e-08,-1.0,33.0
2.866746698679472e-08,-1.0,33.0
2.8715486194477794e-08,-1.0,33.0
2.8763505402160867e-08,-1.0,33.0
2.881152460984394e-08,-1.0,33.0
2.8859543817527013e-08,-1.0,33.0
2.8907563025210086e-08,-1.0,33.0
2.895558223289316e-08,-1.0,33.0
2.900360144057623e-08,-1.0,33.0
2.9051620648259304e-08,-1.0,33.0
2.909963985594238e-08,-1.0,33.0
2.9147659063625453e-08,-1.0,33.0
2.9195678271308526e-08,-1.0,33.0
2.92436974789916e-08,-1.0,33.0
2.9291716686674672e-08,-1.0,33.0
2.9339735894357745e-08,-1.0,33.0
2.9387755102040818e-08,-1.0,33.0
2.943577430972389e-08,-1.0,33.0
2.9483793517406964e-08,-1.0,33.0
2.9531812725090037e-08,-1.0,33.0
2.9579831932773113e-08,-1.0,33.0
2.9627851140456186e-08,-1.0,33.0
2.967587034813926e-08,-1.0,33.0
2.972388955582233e-08,-1.0,33.0
2.9771908763505404e-08,-1.0,33.0
2.981992797118848e-08,-1.0,33.0
2.9867947178871553e-08,-1.0,33.0
2.9915966386554626e-08,-1.0,33.0
2.99639855942377e-08,-1.0,33.0
3.001200480192077e-08,-1.0,33.0
3.0060024009603845e-08,-1.0,33.0
3.010804321728692e-08,-1.0,33.0
3.015606242496999e-08,-1.0,33.0
3.0204081632653064e-08,-1.0,33.0
3.0252100840336137e-08,-1.0,33.0
3.030012004801921e-08,-1.0,33.0
3.034813925570228e-08,-1.0,33.0
3.0396158463385355e-08,-1.0,33.0
3.044417767106843e-08,-1.0,33.0
3.04921968787515e-08,-1.0,33.0
3.0540216086434574e-08,-1.0,33.0
3.058823529411765e-08,-1.0,33.0
3.063625450180072e-08,-1.0,33.0
3.068427370948379e-08,-1.0,33.0
3.0732292917166866e-08,-1.0,33.0
3.0780312124849945e-08,-1.0,33.0
3.082833133253302e-08,-1.0,33.0
3.087635054021609e-08,-1.0,33.0
3.0924369747899164e-08,-1.0,33.0
3.097238895558224e-08,-1.0,33.0
3.102040816326531e-08,-1.0,33.0
3.106842737094838e-08,-1.0,33.0
3.1116446578631455e-08,-1.0,33.0
3.116446578631453e-08,-1.0,33.0
3.12124849939976e-08,-1.0,33.0
3.1260504201680674e-08,-1.0,33.0
3.130852340936375e-08,-1.0,33.0
3.135654261704682e-08,-1.0,33.0
3.140456182472989e-08,-2.0,33.0
3.1452581032412966e-08,-2.0,33.0
3.150060024009604e-08,-2.0,33.0
3.154861944777911e-08,-2.0,33.0
3.1596638655462184e-08,-2.0,33.0
3.164465786314526e-08,-2.0,33.0
3.169267707082834e-08,-2.0,33.0
3.174069627851141e-08,-2.0,33.0
3.178871548619448e-08,-2.0,33.0
3.1836734693877555e-08,-2.0,33.0
3.188475390156063e-08,-2.0,33.0
3.19327731092437e-08,-2.0,33.0
3.1980792316926774e-08,-2.0,33.0
3.202881152460985e-08,-2.0,33.0
3.207683073229292e-08,-2.0,33.0
3.212484993997599e-08,-2.0,33.0
3.2172869147659066e-08,-2.0,33.0
3.222088835534214e-08,-2.0,33.0
3.226890756302521e-08,-2.0,33.0
3.2316926770708284e-08,-2.0,33.0
3.236494597839136e-08,-2.0,33.0
3.241296518607443e-08,-2.0,33.0
3.24609843937575e-08,-2.0,33.0
3.2509003601440576e-08,-2.0,33.0
