Temps (s),CH2 (V),CH3 (V),CH4 (V)
1.361344537815126e-06,62.0,-43.0,4.0
1.3637454981992796e-06,61.0,-44.0,4.0
1.3661464585834332e-06,62.0,-44.0,4.0
1.368547418967587e-06,62.0,-43.0,5.0
1.3709483793517407e-06,62.0,-43.0,5.0
1.3733493397358944e-06,62.0,-43.0,5.0
1.375750300120048e-06,61.0,-42.0,5.0
1.3781512605042017e-06,62.0,-43.0,5.0
1.3805522208883553e-06,61.0,-43.0,5.0
1.382953181272509e-06,63.0,-43.0,5.0
1.3853541416566626e-06,61.0,-43.0,4.0
1.3877551020408162e-06,62.0,-43.0,4.0
1.3901560624249699e-06,62.0,-43.0,5.0
1.3925570228091235e-06,62.0,-44.0,4.0
1.3949579831932772e-06,62.0,-43.0,4.0
1.3973589435774308e-06,61.0,-43.0,5.0
1.3997599039615847e-06,62.0,-42.0,4.0
1.4021608643457383e-06,62.0,-42.0,6.0
1.404561824729892e-06,61.0,-42.0,5.0
1.4069627851140456e-06,61.0,-43.0,5.0
1.4093637454981993e-06,63.0,-42.0,5.0
1.411764705882353e-06,63.0,-42.0,5.0
1.4141656662665065e-06,62.0,-43.0,5.0
1.4165666266506602e-06,61.0,-42.0,5.0
1.4189675870348138e-06,61.0,-44.0,3.0
1.4213685474189675e-06,62.0,-42.0,5.0
1.4237695078031211e-06,61.0,-42.0,4.0
1.4261704681872748e-06,61.0,-43.0,4.0
1.4285714285714284e-06,62.0,-43.0,4.0
1.4309723889555823e-06,63.0,-42.0,4.0
1.433373349339736e-06,62.0,-42.0,5.0
1.4357743097238896e-06,62.0,-42.0,5.0
1.4381752701080432e-06,62.0,-43.0,4.0
1.4405762304921969e-06,62.0,-43.0,5.0
1.4429771908763505e-06,61.0,-42.0,4.0
1.4453781512605041e-06,62.0,-43.0,5.0
1.4477791116446578e-06,62.0,-43.0,4.0
1.4501800720288114e-06,62.0,-44.0,4.0
1.452581032412965e-06,62.0,-43.0,5.0
1.4549819927971187e-06,62.0,-44.0,5.0
1.4573829531812724e-06,63.0,-42.0,4.0
1.4597839135654262e-06,62.0,-43.0,5.0
1.4621848739495799e-06,61.0,-43.0,4.0
1.4645858343337335e-06,63.0,-43.0,5.0
1.4669867947178872e-06,61.0,-43.0,4.0
1.4693877551020408e-06,61.0,-42.0,4.0
1.4717887154861944e-06,61.0,-42.0,5.0
1.474189675870348e-06,62.0,-42.0,5.0
1.4765906362545017e-06,61.0,-42.0,5.0
1.4789915966386554e-06,61.0,-43.0,5.0
1.481392557022809e-06,61.0,-43.0,5.0
1.4837935174069627e-06,62.0,-43.0,5.0
1.4861944777911163e-06,62.0,-43.0,4.0
1.48859543817527e-06,61.0,-42.0,4.0
1.4909963985594238e-06,61.0,-43.0,5.0
1.4933973589435775e-06,63.0,-43.0,5.0
1.4957983193277311e-06,62.0,-42.0,6.0
1.4981992797118848e-06,62.0,-42.0,6.0
1.5006002400960384e-06,62.0,-43.0,5.0
1.503001200480192e-06,61.0,-43.0,4.0
1.5054021608643457e-06,62.0,-43.0,5.0
1.5078031212484993e-06,63.0,-43.0,4.0
1.510204081632653e-06,63.0,-43.0,4.0
1.5126050420168066e-06,61.0,-44.0,5.0
1.5150060024009603e-06,62.0,-43.0,5.0
1.517406962785114e-06,61.0,-43.0,5.0
1.5198079231692676e-06,61.0,-43.0,5.0
1.5222088835534214e-06,62.0,-43.0,5.0
1.524609843937575e-06,62.0,-43.0,5.0
1.5270108043217287e-06,61.0,-42.0,5.0
1.5294117647058823e-06,62.0,-44.0,5.0
1.531812725090036e-06,62.0,-42.0,4.0
1.5342136854741896e-06,61.0,-43.0,5.0
1.5366146458583433e-06,62.0,-43.0,4.0
1.539015606242497e-06,61.0,-43.0,5.0
1.5414165666266506e-06,62.0,-42.0,4.0
1.5438175270108042e-06,63.0,-42.0,4.0
1.5462184873949579e-06,61.0,-44.0,5.0
1.5486194477791115e-06,62.0,-43.0,5.0
1.5510204081632651e-06,62.0,-42.0,4.0
1.553421368547419e-06,62.0,-43.0,5.0
1.5558223289315727e-06,61.0,-43.0,5.0
1.5582232893157263e-06,62.0,-44.0,4.0
1.56062424969988e-06,62.0,-43.0,5.0
1.5630252100840336e-06,62.0,-43.0,4.0
1.5654261704681872e-06,62.0,-43.0,4.0
1.5678271308523409e-06,62.0,-43.0,4.0
1.5702280912364945e-06,62.0,-42.0,4.0
1.5726290516206482e-06,61.0,-42.0,4.0
1.5750300120048018e-06,62.0,-43.0,4.0
1.5774309723889555e-06,61.0,-44.0,4.0
1.579831932773109e-06,62.0,-43.0,5.0
1.5822328931572627e-06,62.0,-43.0,5.0
1.5846338535414166e-06,62.0,-43.0,5.0
1.5870348139255702e-06,63.0,-42.0,4.0
1.5894357743097239e-06,62.0,-42.0,5.0
1.5918367346938775e-06,62.0,-42.0,4.0
1.5942376950780312e-06,61.0,-43.0,5.0
1.5966386554621848e-06,60.0,-42.0,3.0
1.5990396158463385e-06,63.0,-42.0,5.0
1.6014405762304921e-06,62.0,-43.0,5.0
1.6038415366146458e-06,61.0,-43.0,4.0
1.6062424969987994e-06,62.0,-44.0,4.0
1.608643457382953e-06,63.0,-43.0,6.0
1.6110444177671067e-06,63.0,-43.0,5.0
1.6134453781512603e-06,61.0,-42.0,5.0
1.6158463385354142e-06,62.0,-43.0,5.0
1.6182472989195678e-06,61.0,-43.0,5.0
1.6206482593037215e-06,61.0,-43.0,5.0
1.6230492196878751e-06,61.0,-44.0,4.0
1.6254501800720288e-06,62.0,-44.0,4.0
1.6278511404561824e-06,62.0,-43.0,4.0
1.630252100840336e-06,62.0,-43.0,4.0
1.6326530612244897e-06,61.0,-43.0,5.0
1.6350540216086434e-06,62.0,-43.0,5.0
1.637454981992797e-06,63.0,-42.0,5.0
1.6398559423769506e-06,62.0,-43.0,5.0
1.6422569027611043e-06,62.0,-43.0,5.0
1.6446578631452581e-06,62.0,-42.0,5.0
1.6470588235294118e-06,62.0,-43.0,4.0
1.6494597839135654e-06,62.0,-43.0,5.0
1.651860744297719e-06,62.0,-43.0,4.0
1.6542617046818727e-06,62.0,-44.0,6.0
1.6566626650660264e-06,62.0,-43.0,4.0
1.65906362545018e-06,63.0,-43.0,5.0
1.6614645858343337e-06,62.0,-43.0,4.0
1.6638655462184873e-06,61.0,-42.0,4.0
1.666266506602641e-06,61.0,-43.0,4.0
1.6686674669867946e-06,62.0,-42.0,4.0
1.6710684273709482e-06,61.0,-42.0,5.0
1.6734693877551019e-06,61.0,-42.0,4.0
1.6758703481392557e-06,61.0,-42.0,6.0
1.6782713085234094e-06,62.0,-43.0,5.0
1.680672268907563e-06,62.0,-43.0,4.0
1.6830732292917167e-06,62.0,-42.0,5.0
1.6854741896758703e-06,62.0,-43.0,4.0
1.687875150060024e-06,61.0,-42.0,5.0
1.6902761104441776e-06,62.0,-43.0,5.0
1.6926770708283313e-06,62.0,-43.0,5.0
1.695078031212485e-06,62.0,-43.0,5.0
1.6974789915966385e-06,62.0,-43.0,4.0
1.6998799519807922e-06,62.0,-42.0,4.0
1.7022809123649458e-06,61.0,-42.0,4.0
1.7046818727490995e-06,61.0,-43.0,5.0
1.7070828331332533e-06,62.0,-42.0,4.0
1.709483793517407e-06,62.0,-43.0,4.0
1.7118847539015606e-06,62.0,-43.0,5.0
1.7142857142857143e-06,61.0,-42.0,4.0
1.716686674669868e-06,62.0,-43.0,5.0
1.7190876350540216e-06,62.0,-43.0,4.0
1.7214885954381752e-06,61.0,-42.0,4.0
1.7238895558223288e-06,62.0,-43.0,4.0
1.7262905162064825e-06,62.0,-43.0,5.0
1.7286914765906361e-06,62.0,-43.0,5.0
1.7310924369747898e-06,63.0,-42.0,4.0
1.7334933973589434e-06,62.0,-43.0,5.0
1.735894357743097e-06,61.0,-42.0,4.0
1.738295318127251e-06,61.0,-42.0,5.0
1.7406962785114046e-06,61.0,-43.0,5.0
1.7430972388955582e-06,63.0,-44.0,4.0
1.7454981992797119e-06,62.0,-43.0,5.0
1.7478991596638655e-06,61.0,-42.0,5.0
1.7503001200480192e-06,63.0,-43.0,5.0
1.7527010804321728e-06,62.0,-43.0,4.0
1.7551020408163264e-06,62.0,-43.0,5.0
1.75750300120048e-06,62.0,-43.0,4.0
1.7599039615846337e-06,62.0,-43.0,5.0
1.7623049219687874e-06,61.0,-42.0,4.0
1.764705882352941e-06,61.0,-42.0,5.0
1.7671068427370949e-06,62.0,-42.0,4.0
1.7695078031212485e-06,62.0,-43.0,4.0
1.7719087635054022e-06,62.0,-43.0,4.0
1.7743097238895558e-06,61.0,-44.0,4.0
1.7767106842737095e-06,61.0,-43.0,5.0
1.779111644657863e-06,62.0,-42.0,5.0
1.7815126050420167e-06,62.0,-43.0,5.0
1.7839135654261704e-06,62.0,-44.0,4.0
1.786314525810324e-06,62.0,-42.0,5.0
1.7887154861944777e-06,63.0,-43.0,5.0
1.7911164465786313e-06,62.0,-42.0,4.0
1.793517406962785e-06,62.0,-43.0,5.0
1.7959183673469386e-06,61.0,-44.0,5.0
1.7983193277310925e-06,62.0,-42.0,5.0
1.8007202881152461e-06,61.0,-43.0,4.0
1.8031212484993998e-06,61.0,-43.0,5.0
1.8055222088835534e-06,62.0,-43.0,4.0
1.807923169267707e-06,61.0,-43.0,4.0
1.8103241296518607e-06,61.0,-42.0,5.0
1.8127250900360143e-06,61.0,-43.0,4.0
1.815126050420168e-06,61.0,-43.0,5.0
1.8175270108043216e-06,61.0,-42.0,5.0
1.8199279711884753e-06,61.0,-43.0,4.0
1.822328931572629e-06,61.0,-43.0,4.0
1.8247298919567826e-06,62.0,-42.0,4.0
1.8271308523409362e-06,61.0,-43.0,5.0
1.82953181272509e-06,62.0,-43.0,5.0
1.8319327731092437e-06,61.0,-42.0,5.0
1.8343337334933974e-06,62.0,-43.0,4.0
1.836734693877551e-06,62.0,-43.0,4.0
1.8391356542617046e-06,61.0,-43.0,4.0
1.8415366146458583e-06,61.0,-43.0,5.0
1.843937575030012e-06,61.0,-43.0,5.0
1.8463385354141656e-06,61.0,-44.0,5.0
1.8487394957983192e-06,62.0,-43.0,5.0
1.8511404561824729e-06,63.0,-42.0,4.0
1.8535414165666265e-06,61.0,-43.0,4.0
1.8559423769507802e-06,61.0,-43.0,4.0
1.8583433373349338e-06,61.0,-43.0,5.0
1.8607442977190877e-06,61.0,-43.0,4.0
1.8631452581032413e-06,61.0,-42.0,5.0
1.865546218487395e-06,62.0,-43.0,4.0
1.8679471788715486e-06,61.0,-43.0,4.0
1.8703481392557022e-06,62.0,-44.0,4.0
1.8727490996398559e-06,62.0,-44.0,5.0
1.8751500600240095e-06,62.0,-43.0,5.0
1.8775510204081632e-06,61.0,-44.0,5.0
1.8799519807923168e-06,61.0,-43.0,4.0
1.8823529411764705e-06,61.0,-43.0,4.0
1.8847539015606241e-06,62.0,-43.0,3.0
1.8871548619447778e-06,63.0,-42.0,4.0
1.8895558223289314e-06,62.0,-42.0,6.0
1.8919567827130853e-06,62.0,-43.0,5.0
1.894357743097239e-06,62.0,-42.0,4.0
1.8967587034813925e-06,62.0,-42.0,5.0
1.8991596638655462e-06,61.0,-43.0,4.0
1.9015606242496998e-06,61.0,-42.0,4.0
1.9039615846338535e-06,61.0,-43.0,4.0
1.9063625450180071e-06,60.0,-42.0,5.0
1.908763505402161e-06,61.0,-42.0,5.0
1.9111644657863144e-06,61.0,-43.0,5.0
1.9135654261704683e-06,62.0,-43.0,4.0
1.9159663865546217e-06,62.0,-43.0,5.0
1.9183673469387756e-06,62.0,-42.0,4.0
1.920768307322929e-06,62.0,-43.0,4.0
1.923169267707083e-06,61.0,-43.0,4.0
1.9255702280912363e-06,62.0,-43.0,5.0
1.92797118847539e-06,62.0,-44.0,4.0
1.9303721488595436e-06,62.0,-43.0,4.0
1.9327731092436974e-06,61.0,-43.0,5.0
1.935174069627851e-06,62.0,-43.0,5.0
1.9375750300120047e-06,62.0,-42.0,4.0
1.9399759903961586e-06,62.0,-43.0,4.0
1.942376950780312e-06,61.0,-44.0,5.0
1.944777911164466e-06,62.0,-42.0,4.0
1.9471788715486193e-06,62.0,-42.0,5.0
1.949579831932773e-06,62.0,-43.0,4.0
1.9519807923169266e-06,62.0,-42.0,4.0
1.9543817527010804e-06,62.0,-43.0,4.0
1.956782713085234e-06,61.0,-43.0,5.0
1.9591836734693877e-06,62.0,-42.0,5.0
1.961584633853541e-06,61.0,-43.0,6.0
1.963985594237695e-06,63.0,-43.0,5.0
1.9663865546218485e-06,62.0,-43.0,4.0
1.9687875150060023e-06,62.0,-43.0,5.0
1.971188475390156e-06,62.0,-42.0,5.0
1.9735894357743096e-06,61.0,-43.0,6.0
1.9759903961584635e-06,62.0,-43.0,5.0
1.978391356542617e-06,61.0,-44.0,4.0
1.9807923169267708e-06,61.0,-43.0,4.0
1.983193277310924e-06,62.0,-44.0,5.0
1.985594237695078e-06,61.0,-43.0,5.0
1.9879951980792315e-06,62.0,-42.0,4.0
1.9903961584633853e-06,61.0,-44.0,4.0
1.9927971188475388e-06,61.0,-43.0,4.0
1.9951980792316926e-06,61.0,-43.0,6.0
1.997599039615846e-06,62.0,-43.0,5.0
2e-06,61.0,-44.0,5.0
2.0024009603841538e-06,61.0,-43.0,5.0
2.004801920768307e-06,62.0,-43.0,3.0
2.007202881152461e-06,62.0,-43.0,5.0
2.0096038415366145e-06,61.0,-43.0,4.0
2.0120048019207683e-06,63.0,-43.0,5.0
2.0144057623049218e-06,61.0,-43.0,6.0
2.0168067226890756e-06,63.0,-43.0,4.0
2.019207683073229e-06,62.0,-42.0,5.0
2.021608643457383e-06,61.0,-44.0,3.0
2.0240096038415364e-06,61.0,-43.0,4.0
2.0264105642256902e-06,62.0,-42.0,5.0
2.028811524609844e-06,61.0,-42.0,5.0
2.0312124849939975e-06,62.0,-42.0,5.0
2.0336134453781514e-06,61.0,-44.0,5.0
2.036014405762305e-06,61.0,-42.0,4.0
2.0384153661464587e-06,62.0,-42.0,4.0
2.040816326530612e-06,61.0,-42.0,4.0
2.043217286914766e-06,62.0,-43.0,4.0
2.0456182472989194e-06,62.0,-43.0,4.0
2.0480192076830732e-06,62.0,-43.0,4.0
2.0504201680672267e-06,61.0,-42.0,5.0
2.0528211284513805e-06,62.0,-44.0,5.0
2.055222088835534e-06,63.0,-43.0,5.0
2.057623049219688e-06,62.0,-44.0,5.0
2.0600240096038417e-06,62.0,-43.0,4.0
2.062424969987995e-06,61.0,-43.0,4.0
2.064825930372149e-06,62.0,-43.0,5.0
2.0672268907563024e-06,62.0,-43.0,5.0
2.0696278511404562e-06,62.0,-43.0,4.0
2.0720288115246097e-06,61.0,-42.0,5.0
2.0744297719087635e-06,61.0,-43.0,4.0
2.076830732292917e-06,62.0,-42.0,5.0
2.079231692677071e-06,62.0,-43.0,4.0
2.0816326530612243e-06,62.0,-43.0,4.0
2.084033613445378e-06,61.0,-43.0,4.0
2.0864345738295315e-06,62.0,-43.0,4.0
2.0888355342136854e-06,62.0,-44.0,5.0
2.0912364945978393e-06,61.0,-43.0,4.0
2.0936374549819927e-06,62.0,-43.0,4.0
2.0960384153661465e-06,62.0,-43.0,5.0
2.0984393757503e-06,62.0,-43.0,5.0
2.100840336134454e-06,62.0,-44.0,5.0
2.1032412965186073e-06,61.0,-43.0,5.0
2.105642256902761e-06,62.0,-43.0,4.0
2.1080432172869146e-06,61.0,-43.0,4.0
2.1104441776710684e-06,62.0,-44.0,5.0
2.112845138055222e-06,62.0,-42.0,5.0
2.1152460984393757e-06,62.0,-43.0,4.0
2.117647058823529e-06,62.0,-42.0,5.0
2.120048019207683e-06,61.0,-42.0,4.0
2.122448979591837e-06,62.0,-42.0,5.0
2.1248499399759903e-06,62.0,-43.0,4.0
2.127250900360144e-06,62.0,-43.0,5.0
2.1296518607442976e-06,61.0,-42.0,5.0
2.1320528211284514e-06,61.0,-42.0,5.0
2.134453781512605e-06,62.0,-42.0,4.0
2.1368547418967587e-06,62.0,-43.0,4.0
2.139255702280912e-06,61.0,-43.0,4.0
2.141656662665066e-06,62.0,-43.0,4.0
2.1440576230492194e-06,62.0,-42.0,5.0
2.1464585834333733e-06,62.0,-43.0,5.0
2.1488595438175267e-06,63.0,-43.0,5.0
2.1512605042016806e-06,62.0,-43.0,4.0
2.1536614645858344e-06,61.0,-43.0,5.0
2.156062424969988e-06,61.0,-43.0,4.0
2.1584633853541417e-06,61.0,-43.0,5.0
2.160864345738295e-06,61.0,-43.0,5.0
2.163265306122449e-06,62.0,-42.0,5.0
2.1656662665066025e-06,62.0,-43.0,6.0
2.1680672268907563e-06,62.0,-43.0,5.0
2.1704681872749098e-06,62.0,-43.0,5.0
2.1728691476590636e-06,61.0,-44.0,4.0
2.175270108043217e-06,62.0,-42.0,5.0
2.177671068427371e-06,61.0,-43.0,5.0
2.1800720288115243e-06,62.0,-43.0,4.0
2.182472989195678e-06,61.0,-42.0,4.0
2.184873949579832e-06,61.0,-42.0,5.0
2.1872749099639855e-06,62.0,-43.0,5.0
2.1896758703481393e-06,61.0,-42.0,4.0
2.1920768307322928e-06,62.0,-42.0,5.0
2.1944777911164466e-06,63.0,-43.0,4.0
2.1968787515006e-06,61.0,-43.0,5.0
2.199279711884754e-06,61.0,-44.0,5.0
2.2016806722689073e-06,61.0,-43.0,4.0
2.204081632653061e-06,62.0,-44.0,4.0
2.2064825930372146e-06,63.0,-43.0,4.0
2.2088835534213685e-06,63.0,-43.0,6.0
2.211284513805522e-06,62.0,-42.0,4.0
2.2136854741896758e-06,62.0,-42.0,5.0
2.2160864345738296e-06,62.0,-43.0,4.0
2.218487394957983e-06,62.0,-42.0,4.0
2.220888355342137e-06,61.0,-42.0,5.0
2.2232893157262904e-06,61.0,-43.0,4.0
2.2256902761104442e-06,62.0,-43.0,4.0
2.2280912364945977e-06,62.0,-42.0,6.0
2.2304921968787515e-06,61.0,-44.0,5.0
2.232893157262905e-06,62.0,-43.0,5.0
2.235294117647059e-06,62.0,-42.0,4.0
2.2376950780312122e-06,61.0,-42.0,4.0
2.240096038415366e-06,61.0,-43.0,4.0
2.2424969987995195e-06,62.0,-43.0,4.0
2.2448979591836734e-06,61.0,-42.0,4.0
2.2472989195678272e-06,62.0,-42.0,4.0
2.2496998799519807e-06,61.0,-44.0,6.0
2.2521008403361345e-06,62.0,-43.0,4.0
2.254501800720288e-06,62.0,-43.0,4.0
2.256902761104442e-06,62.0,-42.0,5.0
2.2593037214885952e-06,61.0,-44.0,4.0
2.261704681872749e-06,62.0,-42.0,5.0
2.2641056422569025e-06,63.0,-44.0,5.0
2.2665066026410564e-06,62.0,-43.0,5.0
2.26890756302521e-06,61.0,-42.0,5.0
2.2713085234093637e-06,62.0,-42.0,5.0
2.273709483793517e-06,62.0,-42.0,4.0
2.276110444177671e-06,62.0,-44.0,4.0
2.278511404561825e-06,61.0,-43.0,5.0
2.2809123649459783e-06,62.0,-43.0,4.0
2.283313325330132e-06,61.0,-43.0,4.0
2.2857142857142856e-06,61.0,-44.0,5.0
2.2881152460984394e-06,61.0,-43.0,4.0
2.290516206482593e-06,61.0,-42.0,5.0
2.2929171668667467e-06,62.0,-46.0,5.0
2.2953181272509e-06,62.0,-74.0,5.0
2.297719087635054e-06,62.0,-81.0,4.0
2.3001200480192074e-06,62.0,-75.0,5.0
2.3025210084033613e-06,61.0,-70.0,5.0
2.304921968787515e-06,62.0,-68.0,4.0
2.3073229291716686e-06,62.0,-67.0,5.0
2.3097238895558224e-06,61.0,-67.0,4.0
2.312124849939976e-06,62.0,-69.0,4.0
2.3145258103241297e-06,61.0,-67.0,5.0
2.316926770708283e-06,62.0,-68.0,4.0
2.319327731092437e-06,62.0,-63.0,5.0
2.3217286914765904e-06,61.0,-62.0,5.0
2.3241296518607443e-06,62.0,-55.0,4.0
2.3265306122448977e-06,62.0,-30.0,5.0
2.3289315726290516e-06,62.0,-20.0,5.0
2.331332533013205e-06,62.0,-28.0,4.0
2.333733493397359e-06,62.0,-34.0,4.0
2.3361344537815127e-06,63.0,-37.0,3.0
2.338535414165666e-06,62.0,-40.0,4.0
2.34093637454982e-06,61.0,-42.0,4.0
2.3433373349339734e-06,62.0,-41.0,5.0
2.3457382953181273e-06,62.0,-43.0,4.0
2.3481392557022807e-06,61.0,-45.0,4.0
2.3505402160864346e-06,61.0,-49.0,5.0
2.352941176470588e-06,62.0,-51.0,4.0
2.355342136854742e-06,61.0,-49.0,5.0
2.3577430972388953e-06,61.0,-49.0,5.0
2.360144057623049e-06,62.0,-46.0,5.0
2.3625450180072026e-06,62.0,-45.0,5.0
2.3649459783913565e-06,63.0,-44.0,5.0
2.3673469387755103e-06,62.0,-44.0,5.0
2.3697478991596638e-06,62.0,-43.0,5.0
2.3721488595438176e-06,62.0,-41.0,6.0
2.374549819927971e-06,61.0,-41.0,5.0
2.376950780312125e-06,61.0,-41.0,4.0
2.3793517406962783e-06,62.0,-41.0,4.0
2.381752701080432e-06,62.0,-42.0,5.0
2.3841536614645856e-06,62.0,-43.0,5.0
2.3865546218487395e-06,63.0,-43.0,5.0
2.388955582232893e-06,62.0,-43.0,5.0
2.3913565426170468e-06,62.0,-43.0,4.0
2.3937575030012e-06,61.0,-43.0,4.0
2.396158463385354e-06,62.0,-44.0,5.0
2.398559423769508e-06,61.0,-44.0,5.0
2.4009603841536613e-06,61.0,-44.0,5.0
2.403361344537815e-06,62.0,-43.0,5.0
2.4057623049219686e-06,62.0,-43.0,4.0
2.4081632653061225e-06,62.0,-43.0,4.0
2.410564225690276e-06,62.0,-43.0,4.0
2.4129651860744298e-06,62.0,-44.0,4.0
2.4153661464585832e-06,61.0,-42.0,5.0
2.417767106842737e-06,62.0,-44.0,5.0
2.4201680672268905e-06,61.0,-42.0,4.0
2.4225690276110444e-06,62.0,-43.0,4.0
2.424969987995198e-06,61.0,-42.0,4.0
2.4273709483793517e-06,61.0,-42.0,4.0
2.4297719087635055e-06,61.0,-43.0,5.0
2.432172869147659e-06,61.0,-43.0,4.0
2.434573829531813e-06,61.0,-43.0,5.0
2.4369747899159662e-06,62.0,-43.0,4.0
2.43937575030012e-06,62.0,-43.0,4.0
2.4417767106842735e-06,62.0,-42.0,5.0
2.4441776710684274e-06,62.0,-42.0,6.0
2.446578631452581e-06,62.0,-44.0,5.0
2.4489795918367347e-06,61.0,-43.0,5.0
2.451380552220888e-06,62.0,-43.0,5.0
2.453781512605042e-06,62.0,-43.0,5.0
2.4561824729891954e-06,61.0,-43.0,4.0
2.4585834333733492e-06,61.0,-43.0,5.0
2.460984393757503e-06,62.0,-44.0,4.0
2.4633853541416565e-06,61.0,-43.0,5.0
2.4657863145258104e-06,61.0,-43.0,5.0
2.468187274909964e-06,61.0,-43.0,5.0
2.4705882352941177e-06,62.0,-42.0,5.0
2.472989195678271e-06,62.0,-42.0,5.0
2.475390156062425e-06,61.0,-43.0,5.0
2.4777911164465784e-06,62.0,-42.0,5.0
2.4801920768307323e-06,61.0,-42.0,5.0
2.4825930372148857e-06,61.0,-43.0,5.0
2.4849939975990396e-06,62.0,-43.0,4.0
2.487394957983193e-06,62.0,-44.0,5.0
2.489795918367347e-06,61.0,-42.0,4.0
2.4921968787515007e-06,61.0,-43.0,4.0
2.494597839135654e-06,61.0,-44.0,5.0
2.496998799519808e-06,62.0,-44.0,5.0
2.4993997599039614e-06,63.0,-43.0,5.0
2.5018007202881153e-06,62.0,-43.0,4.0
2.5042016806722687e-06,62.0,-43.0,4.0
2.5066026410564226e-06,62.0,-42.0,6.0
2.509003601440576e-06,62.0,-43.0,5.0
2.51140456182473e-06,62.0,-43.0,5.0
2.5138055222088833e-06,62.0,-43.0,5.0
2.516206482593037e-06,62.0,-43.0,4.0
2.5186074429771906e-06,62.0,-42.0,5.0
2.5210084033613444e-06,62.0,-42.0,5.0
2.5234093637454983e-06,61.0,-42.0,5.0
2.5258103241296517e-06,62.0,-42.0,5.0
2.5282112845138056e-06,61.0,-42.0,4.0
2.530612244897959e-06,61.0,-43.0,5.0
2.533013205282113e-06,61.0,-43.0,5.0
2.5354141656662663e-06,62.0,-43.0,5.0
2.53781512605042e-06,62.0,-42.0,5.0
2.5402160864345736e-06,61.0,-42.0,4.0
2.5426170468187275e-06,62.0,-43.0,5.0
2.545018007202881e-06,61.0,-43.0,4.0
2.5474189675870347e-06,62.0,-43.0,5.0
2.549819927971188e-06,62.0,-43.0,3.0
2.552220888355342e-06,62.0,-42.0,4.0
2.554621848739496e-06,61.0,-42.0,4.0
2.5570228091236493e-06,62.0,-42.0,4.0
2.559423769507803e-06,61.0,-43.0,5.0
2.5618247298919566e-06,61.0,-42.0,4.0
2.5642256902761105e-06,62.0,-43.0,5.0
2.566626650660264e-06,62.0,-43.0,6.0
2.5690276110444178e-06,62.0,-44.0,4.0
2.571428571428571e-06,62.0,-43.0,4.0
2.573829531812725e-06,61.0,-44.0,5.0
2.5762304921968785e-06,62.0,-43.0,5.0
2.5786314525810323e-06,61.0,-43.0,5.0
2.5810324129651858e-06,61.0,-43.0,3.0
2.5834333733493396e-06,62.0,-43.0,3.0
2.5858343337334935e-06,63.0,-44.0,5.0
2.588235294117647e-06,61.0,-43.0,5.0
2.5906362545018008e-06,62.0,-43.0,4.0
2.593037214885954e-06,61.0,-43.0,4.0
2.595438175270108e-06,60.0,-42.0,5.0
2.5978391356542615e-06,62.0,-43.0,5.0
2.6002400960384154e-06,62.0,-43.0,5.0
2.6026410564225688e-06,60.0,-42.0,5.0
2.6050420168067226e-06,61.0,-42.0,4.0
2.607442977190876e-06,61.0,-43.0,4.0
2.60984393757503e-06,63.0,-43.0,5.0
2.6122448979591834e-06,62.0,-42.0,4.0
2.6146458583433372e-06,62.0,-42.0,4.0
2.617046818727491e-06,61.0,-42.0,4.0
2.6194477791116445e-06,62.0,-43.0,4.0
2.6218487394957984e-06,62.0,-42.0,5.0
2.624249699879952e-06,62.0,-43.0,5.0
2.6266506602641057e-06,62.0,-42.0,5.0
2.629051620648259e-06,62.0,-43.0,5.0
2.631452581032413e-06,61.0,-42.0,4.0
2.6338535414165664e-06,61.0,-43.0,4.0
2.6362545018007202e-06,61.0,-43.0,4.0
2.6386554621848737e-06,61.0,-43.0,4.0
2.6410564225690275e-06,62.0,-44.0,4.0
2.6434573829531814e-06,61.0,-43.0,5.0
2.645858343337335e-06,62.0,-43.0,5.0
2.6482593037214887e-06,61.0,-42.0,4.0
2.650660264105642e-06,63.0,-44.0,4.0
2.653061224489796e-06,62.0,-43.0,4.0
2.6554621848739494e-06,62.0,-43.0,4.0
2.6578631452581033e-06,62.0,-43.0,6.0
2.6602641056422567e-06,62.0,-44.0,5.0
2.6626650660264105e-06,61.0,-43.0,5.0
2.665066026410564e-06,61.0,-43.0,6.0
2.667466986794718e-06,63.0,-43.0,4.0
2.6698679471788713e-06,62.0,-42.0,4.0
2.672268907563025e-06,62.0,-43.0,5.0
2.674669867947179e-06,61.0,-43.0,5.0
2.6770708283313324e-06,62.0,-43.0,5.0
2.6794717887154863e-06,62.0,-43.0,5.0
2.6818727490996397e-06,62.0,-43.0,5.0
2.6842737094837936e-06,61.0,-43.0,6.0
2.686674669867947e-06,60.0,-42.0,5.0
2.689075630252101e-06,62.0,-42.0,5.0
2.6914765906362543e-06,61.0,-44.0,5.0
2.693877551020408e-06,61.0,-44.0,5.0
2.6962785114045616e-06,62.0,-43.0,5.0
2.6986794717887154e-06,61.0,-44.0,5.0
2.701080432172869e-06,61.0,-44.0,5.0
2.7034813925570227e-06,61.0,-43.0,4.0
2.7058823529411766e-06,62.0,-44.0,4.0
2.70828331332533e-06,62.0,-43.0,4.0
2.710684273709484e-06,62.0,-43.0,5.0
2.7130852340936373e-06,61.0,-43.0,4.0
2.715486194477791e-06,62.0,-42.0,4.0
2.7178871548619446e-06,62.0,-43.0,4.0
